time_s,250_i,500_i,750_i,1g_i,250_q,500_q,750_q,1g_q
1.667500e-07,-1.884100e-03,-1.344887e-02,1.884507e-02,-5.285204e-02,-2.110264e-04,8.173496e-03,-1.895894e-01,-3.297698e-02
1.670000e-07,-3.124654e-03,-2.343086e-04,-6.801927e-02,-1.675079e-02,8.997690e-04,9.063168e-04,-3.659306e-02,2.716809e-02
1.672500e-07,-3.188293e-03,-8.942216e-03,1.013915e-01,-3.436106e-02,2.537815e-03,-1.566428e-02,-8.245074e-02,-2.093351e-02
1.675000e-07,-1.785515e-03,-2.191562e-02,-5.126647e-02,-2.915093e-02,3.217705e-03,-6.310530e-03,-1.729082e-01,4.842912e-02
1.677500e-07,-2.553289e-04,-4.907005e-03,-6.671535e-03,4.506601e-03,2.216518e-03,2.625849e-03,-7.115725e-04,2.680006e-03
1.680000e-07,1.733598e-04,4.690848e-03,8.353206e-02,-2.594823e-02,6.092404e-04,-1.475886e-02,-1.526319e-01,4.416832e-02
1.682500e-07,-2.422449e-04,-9.621940e-03,-8.879051e-02,3.475343e-02,-3.063105e-04,-1.922809e-02,-1.108041e-01,2.016849e-02
1.685000e-07,-8.482886e-04,-6.725588e-03,6.558960e-02,-6.596584e-03,-4.742184e-04,-2.342140e-03,-1.893559e-02,1.150793e-02
1.687500e-07,-1.719921e-03,8.638610e-03,2.220581e-02,4.237388e-02,-2.036144e-04,-4.031094e-03,-1.949113e-01,2.399013e-02
1.690000e-07,-2.731011e-03,4.033985e-03,-7.127608e-02,1.481466e-02,7.678224e-04,-1.063705e-02,-3.967573e-02,-2.649594e-02
1.692500e-07,-2.878119e-03,-1.080123e-03,1.039885e-01,2.235945e-02,2.261457e-03,-2.490396e-03,-8.210948e-02,1.234570e-02
1.695000e-07,-1.714856e-03,2.777306e-03,-4.993597e-02,2.433457e-02,3.045005e-03,1.141155e-03,-1.777505e-01,-4.463377e-02
1.697500e-07,-2.879519e-04,-2.284839e-03,-7.299531e-03,-1.566571e-02,2.368405e-03,9.175155e-04,-8.847720e-04,-8.432917e-03
1.700000e-07,2.849673e-04,-2.502521e-03,8.685473e-02,2.140951e-02,1.025969e-03,5.645814e-03,-1.534280e-01,-4.028567e-02
1.702500e-07,4.830690e-05,-1.705151e-04,-8.864960e-02,-4.689763e-02,6.187953e-05,-4.607055e-04,-1.139445e-01,-2.460341e-02
1.705000e-07,-6.467096e-04,-1.186421e-02,6.102762e-02,4.406605e-03,-3.668950e-04,-5.652282e-03,-1.667270e-02,-8.509676e-03
1.707500e-07,-1.846306e-03,-1.508891e-02,2.440482e-02,-5.543838e-02,-2.303776e-04,5.119650e-03,-1.899152e-01,-2.833385e-02
1.710000e-07,-3.101385e-03,-8.325684e-04,-7.311148e-02,-1.521172e-02,8.509117e-04,1.631038e-03,-4.208423e-02,3.015945e-02
1.712500e-07,-3.215426e-03,-5.110725e-03,1.002291e-01,-3.450689e-02,2.493899e-03,-1.653701e-02,-7.682974e-02,-1.717414e-02
1.715000e-07,-1.842595e-03,-2.003663e-02,-4.721639e-02,-2.524934e-02,3.224161e-03,-1.092911e-02,-1.778423e-01,5.141778e-02
1.717500e-07,-2.898166e-04,-5.986405e-03,-1.385806e-02,6.693006e-03,2.264597e-03,1.672028e-03,-1.882086e-03,3.242479e-03
1.720000e-07,1.764246e-04,7.464638e-03,8.685582e-02,-2.174956e-02,6.510574e-04,-1.283640e-02,-1.484159e-01,4.551191e-02
1.722500e-07,-2.251804e-04,-5.191208e-03,-8.907822e-02,3.759973e-02,-2.922246e-04,-2.076382e-02,-1.179530e-01,1.772263e-02
1.725000e-07,-8.255839e-04,-6.282283e-03,5.976685e-02,-4.821781e-03,-4.752733e-04,-3.887183e-03,-1.540919e-02,1.037287e-02
1.727500e-07,-1.686487e-03,9.062940e-03,2.788448e-02,4.436232e-02,-2.212320e-04,-2.003984e-03,-1.948141e-01,2.033451e-02
1.730000e-07,-2.707117e-03,6.250288e-03,-7.629262e-02,1.316217e-02,7.244355e-04,-9.509492e-03,-4.538666e-02,-2.912417e-02
1.732500e-07,-2.893905e-03,-4.971026e-04,1.024157e-01,2.204841e-02,2.215475e-03,-2.581378e-03,-7.619553e-02,9.823076e-03
1.735000e-07,-1.758787e-03,2.730067e-03,-4.563267e-02,2.065087e-02,3.033009e-03,1.903390e-03,-1.824024e-01,-4.702528e-02
1.737500e-07,-3.206841e-04,-2.150520e-03,-1.468319e-02,-1.801782e-02,2.386326e-03,3.533865e-04,-2.209393e-03,-7.798012e-03
1.740000e-07,2.749288e-04,-3.803070e-03,8.997174e-02,1.750898e-02,1.040482e-03,5.148494e-03,-1.487952e-01,-4.105517e-02
1.742500e-07,4.830039e-05,3.660822e-05,-8.868786e-02,-4.978113e-02,6.350444e-05,2.685214e-04,-1.210122e-01,-2.091718e-02
1.745000e-07,-6.327612e-04,-9.900297e-03,5.500749e-02,2.851543e-03,-3.695945e-04,-7.740739e-03,-1.334248e-02,-6.889124e-03
1.747500e-07,-1.812705e-03,-1.595129e-02,2.989409e-02,-5.748569e-02,-2.494128e-04,1.731470e-03,-1.894141e-01,-2.343599e-02
1.750000e-07,-3.078571e-03,-1.703741e-03,-7.785940e-02,-1.324815e-02,8.030939e-04,2.060264e-03,-4.784615e-02,3.299868e-02
1.752500e-07,-3.240396e-03,-1.336523e-03,9.833389e-02,-3.417796e-02,2.448520e-03,-1.651522e-02,-7.098737e-02,-1.351031e-02
1.755000e-07,-1.898719e-03,-1.715592e-02,-4.279062e-02,-2.099231e-02,3.227306e-03,-1.499641e-02,-1.821143e-01,5.394579e-02
1.757500e-07,-3.252643e-04,-6.815840e-03,-2.113003e-02,8.977901e-03,2.310087e-03,3.641587e-04,-3.490549e-03,3.438594e-03
1.760000e-07,1.781199e-04,9.654295e-03,8.964376e-02,-1.744674e-02,6.917146e-04,-1.045278e-02,-1.435544e-01,4.628998e-02
1.762500e-07,-2.095527e-04,-5.539245e-04,-8.879134e-02,4.016044e-02,-2.791476e-04,-2.129645e-02,-1.248767e-01,1.489229e-02
1.765000e-07,-8.049182e-04,-5.476457e-03,5.344322e-02,-3.260128e-03,-4.769756e-04,-5.343177e-03,-1.215296e-02,8.937667e-03
1.767500e-07,-1.654055e-03,9.044641e-03,3.345855e-02,4.586299e-02,-2.382085e-04,1.238127e-05,-1.938716e-01,1.645240e-02
1.770000e-07,-2.681373e-03,8.197120e-03,-8.088046e-02,1.115554e-02,6.814698e-04,-7.953939e-03,-5.131759e-02,-3.162729e-02
1.772500e-07,-2.906485e-03,7.444589e-05,1.001506e-01,2.133666e-02,2.167586e-03,-2.589418e-03,-7.013276e-02,7.398079e-03
1.775000e-07,-1.801160e-03,2.455712e-03,-4.096740e-02,1.670638e-02,3.017829e-03,2.673467e-03,-1.863358e-01,-4.902607e-02
1.777500e-07,-3.537054e-04,-1.845535e-03,-2.204881e-02,-2.039629e-02,2.402386e-03,-1.036717e-04,-3.968490e-03,-6.829108e-03
1.780000e-07,2.644382e-04,-4.938973e-03,9.254153e-02,1.359480e-02,1.054381e-03,4.293481e-03,-1.435627e-01,-4.133437e-02
1.782500e-07,4.749346e-05,-8.200487e-05,-8.813080e-02,-5.230301e-02,6.410356e-05,9.799453e-04,-1.277958e-01,-1.689366e-02
1.785000e-07,-6.207771e-04,-7.597998e-03,4.856704e-02,1.597806e-03,-3.731608e-04,-9.239339e-03,-1.031273e-02,-5.038584e-03
1.787500e-07,-1.780222e-03,-1.597826e-02,3.525101e-02,-5.898272e-02,-2.678342e-04,-1.778672e-03,-1.880943e-01,-1.835850e-02
1.790000e-07,-3.053549e-03,-2.727622e-03,-8.213788e-02,-1.088442e-02,7.556155e-04,2.120637e-03,-5.378562e-02,3.563878e-02
1.792500e-07,-3.261498e-03,2.181090e-03,9.578326e-02,-3.342344e-02,2.400527e-03,-1.567750e-02,-6.504413e-02,-1.001319e-02
1.795000e-07,-1.953007e-03,-1.343649e-02,-3.803215e-02,-1.645050e-02,3.225902e-03,-1.829455e-02,-1.856629e-01,5.599579e-02
1.797500e-07,-3.615592e-04,-7.293440e-03,-2.831996e-02,1.127881e-02,2.352799e-03,-1.219019e-03,-5.518319e-03,3.248233e-03
