time_s,250_i,500_i,750_i,1g_i,250_q,500_q,750_q,1g_q
1.647500e-07,-1.947158e-03,4.602025e-03,1.113837e-02,-6.508785e-02,-1.653274e-04,-8.117392e-04,-2.427853e-02,-1.773453e-02
1.650000e-07,-2.589298e-03,9.215094e-05,1.306399e-02,3.077905e-02,8.214506e-04,-1.312661e-04,1.390645e-02,-1.120636e-01
1.652500e-07,-2.220432e-03,-1.053264e-03,1.972373e-02,-6.741822e-02,1.866883e-03,-6.061357e-03,-7.597366e-03,-1.866447e-02
1.655000e-07,-1.219051e-03,-1.324953e-02,-3.055523e-04,3.117449e-02,2.342873e-03,-9.351763e-03,1.622978e-02,-1.117215e-01
1.657500e-07,-1.990053e-04,-6.002329e-03,1.127659e-02,-6.921880e-02,2.259072e-03,1.027293e-03,4.838573e-03,-1.946650e-02
1.660000e-07,4.719723e-04,8.552013e-03,-1.463559e-02,3.099053e-02,1.504185e-03,-1.205130e-02,1.444879e-02,-1.093419e-01
1.662500e-07,1.830882e-04,-2.698971e-03,2.698735e-03,-6.922591e-02,2.191640e-04,-1.601447e-02,6.519401e-03,-1.977277e-02
1.665000e-07,-1.058468e-03,-8.417669e-04,-3.000342e-02,3.131299e-02,-5.550042e-04,-6.005703e-04,1.794182e-04,-1.087905e-01
1.667500e-07,-2.230985e-03,3.514776e-03,-3.768993e-03,-7.019166e-02,-2.036400e-04,-5.831708e-04,9.422161e-03,-2.035785e-02
1.670000e-07,-2.712678e-03,-6.046822e-04,-2.563896e-02,3.085342e-02,8.417551e-04,8.429889e-04,-2.471328e-02,-1.055760e-01
1.672500e-07,-2.473234e-03,-9.929974e-04,-1.608878e-02,-6.874576e-02,2.052885e-03,-6.080502e-03,7.132424e-03,-2.024207e-02
1.675000e-07,-1.437202e-03,-1.427492e-02,-1.107393e-03,3.124264e-02,2.719998e-03,-1.029457e-02,-3.596150e-02,-1.053145e-01
1.677500e-07,-1.997802e-04,-6.981052e-03,-2.216446e-02,-6.587065e-02,2.114831e-03,1.121850e-03,-8.234479e-03,-1.968709e-02
1.680000e-07,2.362329e-04,8.797046e-03,2.089878e-02,3.155263e-02,7.698842e-04,-1.213324e-02,-2.278656e-02,-1.047939e-01
1.682500e-07,-1.449206e-04,-2.743333e-03,-1.165545e-02,-6.472953e-02,-1.757219e-04,-1.735273e-02,-2.462426e-02,-1.963326e-02
1.685000e-07,-9.037484e-04,-1.334728e-03,2.511362e-02,3.318263e-02,-4.811860e-04,-9.729135e-04,-1.397466e-03,-1.086050e-01
1.687500e-07,-1.914182e-03,4.539904e-03,8.833664e-03,-6.753406e-02,-1.869321e-04,-7.058979e-04,-2.571353e-02,-2.078433e-02
1.690000e-07,-2.582032e-03,-1.714561e-05,1.388150e-02,3.383313e-02,7.833547e-04,2.339664e-05,1.211150e-02,-1.091430e-01
1.692500e-07,-2.241739e-03,-8.667581e-04,1.918887e-02,-6.981215e-02,1.836923e-03,-5.669363e-03,-9.672349e-03,-2.179676e-02
1.695000e-07,-1.251306e-03,-1.296348e-02,1.274966e-03,3.418420e-02,2.332361e-03,-9.550695e-03,1.582505e-02,-1.087097e-01
1.697500e-07,-2.287989e-04,-6.479329e-03,1.214682e-02,-7.151329e-02,2.268739e-03,9.737377e-04,3.838863e-03,-2.264762e-02
1.700000e-07,4.602998e-04,8.508825e-03,-1.303712e-02,3.390160e-02,1.534649e-03,-1.148804e-02,1.571263e-02,-1.062977e-01
1.702500e-07,2.040687e-04,-2.370225e-03,3.691483e-03,-7.142770e-02,2.506527e-04,-1.604920e-02,6.892660e-03,-2.294068e-02
1.705000e-07,-1.020119e-03,-9.659616e-04,-2.960802e-02,3.417951e-02,-5.514510e-04,-7.192673e-04,3.126215e-03,-1.056819e-01
1.707500e-07,-2.204740e-03,3.495465e-03,-3.099628e-03,-7.231251e-02,-2.293870e-04,-5.071500e-04,1.072671e-02,-2.354983e-02
1.710000e-07,-2.711039e-03,-7.348454e-04,-2.759821e-02,3.362045e-02,8.038127e-04,9.816626e-04,-2.176610e-02,-1.025267e-01
1.712500e-07,-2.499995e-03,-8.052346e-04,-1.620324e-02,-7.078039e-02,2.022262e-03,-5.651045e-03,9.202186e-03,-2.336981e-02
1.715000e-07,-1.482975e-03,-1.393765e-02,-4.570566e-03,3.400849e-02,2.722720e-03,-1.048874e-02,-3.495958e-02,-1.023024e-01
1.717500e-07,-2.312160e-04,-7.471961e-03,-2.373835e-02,-6.793633e-02,2.156084e-03,1.045327e-03,-6.225950e-03,-2.273772e-02
1.720000e-07,2.397657e-04,8.732692e-03,1.804485e-02,3.432572e-02,8.181440e-04,-1.154298e-02,-2.408520e-02,-1.018702e-01
1.722500e-07,-1.187489e-04,-2.385606e-03,-1.437254e-02,-6.681756e-02,-1.477546e-04,-1.737404e-02,-2.390630e-02,-2.266600e-02
1.725000e-07,-8.685943e-04,-1.475045e-03,2.402428e-02,3.604319e-02,-4.766608e-04,-1.121834e-03,-3.749088e-03,-1.055462e-01
1.727500e-07,-1.882772e-03,4.492331e-03,6.345140e-03,-6.964486e-02,-2.079282e-04,-6.052034e-04,-2.689424e-02,-2.394147e-02
1.730000e-07,-2.574870e-03,-1.144123e-04,1.447362e-02,3.667384e-02,7.457629e-04,1.496440e-04,1.029336e-02,-1.059811e-01
1.732500e-07,-2.262427e-03,-6.984710e-04,1.842522e-02,-7.185804e-02,1.806549e-03,-5.286178e-03,-1.170906e-02,-2.502965e-02
1.735000e-07,-1.282937e-03,-1.265487e-02,2.767795e-03,3.698248e-02,2.320409e-03,-9.726526e-03,1.524398e-02,-1.054823e-01
1.737500e-07,-2.586109e-04,-6.919240e-03,1.291798e-02,-7.345411e-02,2.275744e-03,8.963573e-04,2.711374e-03,-2.592118e-02
1.740000e-07,4.470239e-04,8.454914e-03,-1.130489e-02,3.660736e-02,1.561883e-03,-1.094273e-02,1.676111e-02,-1.030674e-01
1.742500e-07,2.222271e-04,-2.040288e-03,4.764698e-03,-7.327627e-02,2.801168e-04,-1.607014e-02,7.102189e-03,-2.619416e-02
1.745000e-07,-9.840650e-04,-1.079332e-03,-2.887400e-02,3.684493e-02,-5.481509e-04,-8.383383e-04,5.985859e-03,-1.024133e-01
1.747500e-07,-2.179373e-03,3.488044e-03,-2.195696e-03,-7.408467e-02,-2.546399e-04,-4.338389e-04,1.192514e-02,-2.682357e-02
1.750000e-07,-2.708963e-03,-8.535166e-04,-2.919507e-02,3.619617e-02,7.660717e-04,1.093125e-03,-1.865477e-02,-9.933930e-02
1.752500e-07,-2.525284e-03,-6.376008e-04,-1.599594e-02,-7.247766e-02,1.990428e-03,-5.234908e-03,1.131652e-02,-2.657576e-02
1.755000e-07,-1.527799e-03,-1.358349e-02,-7.844389e-03,3.659072e-02,2.722495e-03,-1.066174e-02,-3.362087e-02,-9.916596e-02
1.757500e-07,-2.633943e-04,-7.924201e-03,-2.505525e-02,-6.967444e-02,2.194108e-03,9.447121e-04,-3.973499e-03,-2.586995e-02
1.760000e-07,2.416858e-04,8.660718e-03,1.515119e-02,3.692616e-02,8.650767e-04,-1.097653e-02,-2.506083e-02,-9.883504e-02
1.762500e-07,-9.340451e-05,-2.027294e-03,-1.702715e-02,-6.857503e-02,-1.192772e-04,-1.738066e-02,-2.284440e-02,-2.577969e-02
1.765000e-07,-8.329489e-04,-1.599224e-03,2.274681e-02,3.872907e-02,-4.708994e-04,-1.268433e-03,-5.905784e-03,-1.023881e-01
1.767500e-07,-1.849249e-03,4.457100e-03,3.705158e-03,-7.142410e-02,-2.279273e-04,-5.083973e-04,-2.780485e-02,-2.718292e-02
1.770000e-07,-2.564368e-03,-2.029546e-04,1.486068e-02,3.934059e-02,7.077041e-04,2.545507e-04,8.488411e-03,-1.027396e-01
1.772500e-07,-2.280075e-03,-5.478632e-04,1.743767e-02,-7.357710e-02,1.773901e-03,-4.914019e-03,-1.368287e-02,-2.834557e-02
1.775000e-07,-1.312965e-03,-1.233333e-02,4.156478e-03,3.960900e-02,2.305393e-03,-9.884823e-03,1.451869e-02,-1.021936e-01
1.777500e-07,-2.883171e-04,-7.325357e-03,1.357104e-02,-7.507848e-02,2.279832e-03,7.978526e-04,1.466881e-03,-2.927532e-02
1.780000e-07,4.325844e-04,8.395776e-03,-9.482217e-03,3.914800e-02,1.587016e-03,-1.042104e-02,1.760023e-02,-9.979735e-02
1.782500e-07,2.388837e-04,-1.710253e-03,5.892832e-03,-7.482343e-02,3.090588e-04,-1.608217e-02,7.138039e-03,-2.952713e-02
1.785000e-07,-9.483772e-04,-1.179426e-03,-2.784509e-02,3.934847e-02,-5.440959e-04,-9.551673e-04,8.724406e-03,-9.912026e-02
1.787500e-07,-2.152940e-03,3.493001e-03,-1.078940e-03,-7.557175e-02,-2.791868e-04,-3.624835e-04,1.299035e-02,-3.017836e-02
1.790000e-07,-2.705310e-03,-9.634732e-04,-3.044510e-02,3.861794e-02,7.282272e-04,1.183517e-03,-1.544076e-02,-9.613760e-02
1.792500e-07,-2.549354e-03,-4.889905e-04,-1.547773e-02,-7.390969e-02,1.957654e-03,-4.831678e-03,1.343689e-02,-2.986386e-02
1.795000e-07,-1.572385e-03,-1.322135e-02,-1.090476e-02,3.902442e-02,2.720758e-03,-1.081919e-02,-3.199961e-02,-9.601823e-02
1.797500e-07,-2.965444e-04,-8.344583e-03,-2.610623e-02,-7.116579e-02,2.231461e-03,8.230872e-04,-1.517500e-03,-2.909254e-02
