time_s,250_i,500_i,750_i,1g_i,250_q,500_q,750_q,1g_q
1.640000e-07,2.577588e-03,1.259568e-02,1.456826e-02,-3.536307e-03,6.668396e-03,-1.424534e-02,-1.724127e-02,8.812964e-03
1.642500e-07,-1.654078e-02,-9.505120e-04,1.582891e-02,-6.289707e-03,-1.737664e-02,-1.307142e-02,3.084865e-02,-2.556192e-03
1.645000e-07,-4.712136e-02,-1.084327e-03,4.900273e-02,-6.058685e-03,-2.093724e-02,-9.162927e-04,-3.876147e-03,1.472076e-02
1.647500e-07,-7.146658e-02,9.111290e-03,1.287536e-03,3.474255e-03,-1.873828e-03,-8.681870e-04,-3.935121e-03,1.447926e-03
1.650000e-07,-7.534491e-02,8.407876e-03,3.590333e-02,-4.244711e-03,2.885124e-02,-1.041447e-02,3.094498e-02,1.005946e-02
1.652500e-07,-5.638856e-02,-1.238609e-03,3.902796e-02,7.646963e-03,5.333863e-02,-1.050080e-02,-1.954520e-02,3.266667e-03
1.655000e-07,-2.566073e-02,-2.547756e-03,8.575276e-04,-1.682243e-03,5.726529e-02,-1.964219e-03,1.238320e-02,3.890230e-03
1.657500e-07,-1.127248e-03,5.830748e-03,5.115052e-02,8.710740e-03,3.837876e-02,-8.206235e-04,1.729257e-02,3.812607e-03
1.660000e-07,2.920308e-03,9.079220e-03,1.765173e-02,3.829061e-03,7.698895e-03,-1.233875e-02,-2.007889e-02,-8.643995e-03
1.662500e-07,-1.596259e-02,-2.742835e-03,1.405646e-02,3.691301e-03,-1.698216e-02,-1.675814e-02,2.876857e-02,1.654727e-03
1.665000e-07,-4.695524e-02,-5.345622e-03,4.816959e-02,7.682962e-03,-2.121860e-02,-3.751766e-03,-2.861817e-03,-1.693765e-02
1.667500e-07,-7.196615e-02,9.456569e-03,1.681520e-03,-7.390503e-03,-2.340644e-03,-1.766221e-03,-4.817750e-03,-3.391864e-03
1.670000e-07,-7.618547e-02,1.133849e-02,3.250995e-02,6.574404e-03,2.862416e-02,-1.695091e-02,2.914970e-02,-1.415929e-02
1.672500e-07,-5.711444e-02,-3.828808e-03,3.630451e-02,-1.473749e-02,5.334760e-02,-1.822667e-02,-1.730004e-02,-6.922313e-03
1.675000e-07,-2.609245e-02,-4.305626e-03,5.698811e-04,2.636736e-03,5.725946e-02,-2.742412e-03,1.149307e-02,-5.549616e-03
1.677500e-07,-1.365187e-03,1.182314e-02,4.837342e-02,-1.363162e-02,3.826467e-02,-2.761660e-03,1.741709e-02,-6.550756e-03
1.680000e-07,2.844609e-03,9.768237e-03,1.680303e-02,-4.235191e-03,7.644193e-03,-1.612261e-02,-1.837460e-02,8.714121e-03
1.682500e-07,-1.566231e-02,-3.308812e-03,1.410187e-02,-5.612397e-03,-1.687445e-02,-1.285759e-02,3.035537e-02,-2.758477e-03
1.685000e-07,-4.613799e-02,-1.579970e-03,5.040701e-02,-7.082707e-03,-2.120027e-02,-9.094935e-04,-2.004574e-03,1.425083e-02
1.687500e-07,-7.094872e-02,8.380446e-03,2.213660e-03,3.929422e-03,-2.755039e-03,-2.358099e-03,-5.964135e-03,1.974667e-03
1.690000e-07,-7.559549e-02,6.276279e-03,3.428340e-02,-4.784434e-03,2.786036e-02,-1.149128e-02,3.197354e-02,9.416530e-03
1.692500e-07,-5.726074e-02,-3.096407e-03,4.137838e-02,7.827842e-03,5.281282e-02,-1.012811e-02,-1.873204e-02,4.020920e-03
1.695000e-07,-2.664345e-02,-3.155309e-03,3.121687e-04,-1.693741e-03,5.750584e-02,-1.632645e-03,1.042007e-02,3.261744e-03
1.697500e-07,-1.647548e-03,5.086619e-03,5.061039e-02,8.506181e-03,3.924029e-02,-1.680635e-03,1.935089e-02,4.464946e-03
1.700000e-07,3.167565e-03,6.521505e-03,1.995987e-02,4.643298e-03,8.678925e-03,-1.332720e-02,-2.098580e-02,-8.751632e-03
1.702500e-07,-1.508312e-02,-5.693040e-03,1.237319e-02,3.056828e-03,-1.645713e-02,-1.601641e-02,2.806045e-02,1.639218e-03
1.705000e-07,-4.595062e-02,-6.419361e-03,4.935340e-02,8.938710e-03,-2.146576e-02,-2.964828e-03,-9.947079e-04,-1.649332e-02
1.707500e-07,-7.142899e-02,8.342057e-03,2.659854e-03,-7.847534e-03,-3.224424e-03,-3.177490e-03,-6.757375e-03,-4.298079e-03
1.710000e-07,-7.643708e-02,7.976013e-03,3.090728e-02,7.418709e-03,2.762490e-02,-1.833821e-02,2.997850e-02,-1.340412e-02
1.712500e-07,-5.800492e-02,-7.078295e-03,3.851818e-02,-1.472897e-02,5.282688e-02,-1.740045e-02,-1.653567e-02,-8.237321e-03
1.715000e-07,-2.709253e-02,-5.278065e-03,9.844447e-05,2.751596e-03,5.752238e-02,-2.156310e-03,9.506879e-03,-4.869362e-03
1.717500e-07,-1.890905e-03,1.054427e-02,4.772331e-02,-1.336176e-02,3.915070e-02,-4.567275e-03,1.932708e-02,-7.628714e-03
1.720000e-07,3.091173e-03,6.676739e-03,1.917649e-02,-4.937869e-03,8.638177e-03,-1.744991e-02,-1.938690e-02,8.560520e-03
1.722500e-07,-1.478874e-02,-5.612045e-03,1.234758e-02,-4.922750e-03,-1.634141e-02,-1.219921e-02,2.955802e-02,-2.868642e-03
1.725000e-07,-4.513991e-02,-2.066213e-03,5.159521e-02,-8.054413e-03,-2.143446e-02,-7.379381e-04,-2.875610e-05,1.368228e-02
1.727500e-07,-7.040411e-02,7.452274e-03,3.345209e-03,4.324137e-03,-3.622681e-03,-3.632799e-03,-8.033027e-03,2.571344e-03
1.730000e-07,-7.582209e-02,4.036914e-03,3.247553e-02,-5.230896e-03,2.686386e-02,-1.215674e-02,3.275874e-02,8.708654e-03
1.732500e-07,-5.812430e-02,-4.847999e-03,4.366076e-02,7.908199e-03,5.226960e-02,-9.404040e-03,-1.773849e-02,4.797847e-03
1.735000e-07,-2.763643e-02,-3.671074e-03,-7.635633e-05,-1.607795e-03,5.773099e-02,-1.128376e-03,8.263413e-03,2.623844e-03
1.737500e-07,-2.190001e-03,4.271921e-03,4.979553e-02,8.208713e-03,4.009966e-02,-2.324893e-03,2.131128e-02,5.080097e-03
1.740000e-07,3.393090e-03,3.907938e-03,2.237405e-02,5.484218e-03,9.673532e-03,-1.380874e-02,-2.175015e-02,-8.774702e-03
1.742500e-07,-1.421344e-02,-8.445643e-03,1.068862e-02,2.402838e-03,-1.590596e-02,-1.472292e-02,2.706595e-02,1.516609e-03
1.745000e-07,-4.493865e-02,-7.321901e-03,5.031676e-02,1.014104e-02,-2.168684e-02,-1.895986e-03,9.580157e-04,-1.591051e-02
1.747500e-07,-7.087200e-02,7.067493e-03,3.828715e-03,-8.226794e-03,-4.094522e-03,-4.267479e-03,-8.709209e-03,-5.294932e-03
1.750000e-07,-7.666904e-02,4.484525e-03,2.913577e-02,8.153295e-03,2.662157e-02,-1.906950e-02,3.056505e-02,-1.254553e-02
1.752500e-07,-5.888812e-02,-1.013535e-02,4.064106e-02,-1.459146e-02,5.228933e-02,-1.596559e-02,-1.559106e-02,-9.575047e-03
1.755000e-07,-2.810320e-02,-6.128248e-03,-2.120737e-04,2.757445e-03,5.776886e-02,-1.296964e-03,7.352756e-03,-4.161815e-03
1.757500e-07,-2.439280e-03,9.032053e-03,4.679772e-02,-1.298006e-02,4.003141e-02,-6.021911e-03,2.112255e-02,-8.682946e-03
1.760000e-07,3.314290e-03,3.426733e-03,2.164418e-02,-5.637819e-03,9.642928e-03,-1.819549e-02,-2.023105e-02,8.347759e-03
1.762500e-07,-1.392842e-02,-7.775709e-03,1.060456e-02,-4.229903e-03,-1.578602e-02,-1.111456e-02,2.847391e-02,-2.884084e-03
1.765000e-07,-4.413919e-02,-2.502640e-03,5.252811e-02,-8.961899e-03,-2.164487e-02,-4.134772e-04,2.030283e-03,1.301969e-02
1.767500e-07,-6.984420e-02,6.374948e-03,4.669752e-03,4.647719e-03,-4.476735e-03,-4.676115e-03,-1.008140e-02,3.229589e-03
1.770000e-07,-7.603141e-02,1.766029e-03,3.050677e-02,-5.578086e-03,2.586465e-02,-1.241281e-02,3.328546e-02,7.952126e-03
1.772500e-07,-5.898048e-02,-6.428670e-03,4.582131e-02,7.885867e-03,5.171058e-02,-8.364506e-03,-1.655591e-02,5.583837e-03
1.775000e-07,-2.863794e-02,-4.056628e-03,-2.890237e-04,-1.427946e-03,5.793746e-02,-4.846812e-04,5.963261e-03,1.997836e-03
1.777500e-07,-2.754167e-03,3.434981e-03,4.870653e-02,7.827695e-03,4.094857e-02,-2.764629e-03,2.314334e-02,5.647318e-03
1.780000e-07,3.593090e-03,1.336199e-03,2.485045e-02,6.336823e-03,1.067233e-02,-1.380303e-02,-2.233191e-02,-8.701994e-03
1.782500e-07,-1.336140e-02,-1.089703e-02,9.039562e-03,1.753558e-03,-1.533704e-02,-1.293480e-02,2.580690e-02,1.288860e-03
1.785000e-07,-4.392807e-02,-7.988369e-03,5.102836e-02,1.126991e-02,-2.188566e-02,-5.929672e-04,2.974583e-03,-1.519193e-02
1.787500e-07,-7.030070e-02,5.708623e-03,5.173075e-03,-8.503061e-03,-4.950834e-03,-5.032265e-03,-1.061743e-02,-6.366399e-03
1.790000e-07,-7.688159e-02,9.904934e-04,2.722763e-02,8.765939e-03,2.561469e-02,-1.914814e-02,3.090197e-02,-1.160057e-02
1.792500e-07,-5.976103e-02,-1.288382e-02,4.262559e-02,-1.431131e-02,5.173276e-02,-1.397141e-02,-1.446349e-02,-1.091413e-02
1.795000e-07,-2.912045e-02,-6.789994e-03,-3.463309e-04,2.653810e-03,5.799114e-02,-1.988050e-04,5.083432e-03,-3.448094e-03
1.797500e-07,-3.009545e-03,7.367900e-03,4.560788e-02,-1.248192e-02,4.089635e-02,-7.106391e-03,2.277687e-02,-9.694909e-03
