carrier_hz,column,component,theory_a,measured_demod_v,fit_gain_v_per_a,gain_normalized_measured_a,abs_error_gain_normalized_a,status
250000000,70,Q,-4.995000000000e-04,2.601943816312e-04,-9.651625322975e-02,-2.695860779136e-03,2.196360779136e-03,measured_from_Icar_Qcar_nodes
250000000,71,I,-6.993000000000e-04,-2.888980037073e-02,3.973594587003e+00,-7.270444867530e-03,6.571144867530e-03,measured_from_Icar_Qcar_nodes
250000000,71,Q,9.990000000000e-05,1.519210977202e-04,-9.651625322975e-02,-1.574046781101e-03,1.673946781101e-03,measured_from_Icar_Qcar_nodes
250000000,72,I,-3.496500000000e-03,-2.833718468352e-02,3.973594587003e+00,-7.131372882429e-03,3.634872882429e-03,measured_from_Icar_Qcar_nodes
250000000,72,Q,-4.995000000000e-04,2.003879727569e-04,-9.651625322975e-02,-2.076209612903e-03,1.576709612903e-03,measured_from_Icar_Qcar_nodes
250000000,73,I,1.598400000000e-03,-2.895235006590e-02,3.973594587003e+00,-7.286186205456e-03,8.884586205456e-03,measured_from_Icar_Qcar_nodes
250000000,73,Q,2.197800000000e-03,1.452777856277e-05,-9.651625322975e-02,-1.505215761762e-04,2.348321576176e-03,measured_from_Icar_Qcar_nodes
250000000,74,I,-3.996000000000e-04,-2.871235063450e-02,3.973594587003e+00,-7.225787635310e-03,6.826187635310e-03,measured_from_Icar_Qcar_nodes
250000000,74,Q,-7.992000000000e-04,2.492138369183e-04,-9.651625322975e-02,-2.582091912800e-03,1.782891912800e-03,measured_from_Icar_Qcar_nodes
250000000,75,I,1.998000000000e-04,-2.872510868826e-02,3.973594587003e+00,-7.228998343769e-03,7.428798343769e-03,measured_from_Icar_Qcar_nodes
250000000,75,Q,-1.598400000000e-03,3.592503116973e-04,-9.651625322975e-02,-3.722174241909e-03,2.123774241909e-03,measured_from_Icar_Qcar_nodes
250000000,76,I,9.990000000000e-05,-2.822721345156e-02,3.973594587003e+00,-7.103697378660e-03,7.203597378660e-03,measured_from_Icar_Qcar_nodes
250000000,76,Q,-2.997000000000e-04,2.540474768435e-04,-9.651625322975e-02,-2.632173010682e-03,2.332473010682e-03,measured_from_Icar_Qcar_nodes
250000000,77,I,-4.995000000000e-04,-2.862601761797e-02,3.973594587003e+00,-7.204060955689e-03,6.704560955689e-03,measured_from_Icar_Qcar_nodes
250000000,77,Q,4.995000000000e-04,1.750862689987e-04,-9.651625322975e-02,-1.814059944721e-03,2.313559944721e-03,measured_from_Icar_Qcar_nodes
250000000,78,I,1.598400000000e-03,-2.879464633159e-02,3.973594587003e+00,-7.246498277849e-03,8.844898277849e-03,measured_from_Icar_Qcar_nodes
250000000,78,Q,-7.992000000000e-04,3.012236803151e-04,-9.651625322975e-02,-3.120963259919e-03,2.321763259919e-03,measured_from_Icar_Qcar_nodes
250000000,79,I,-1.798200000000e-03,-2.864027333797e-02,3.973594587003e+00,-7.207648568792e-03,5.409448568792e-03,measured_from_Icar_Qcar_nodes
250000000,79,Q,-5.994000000000e-04,2.078634831016e-04,-9.651625322975e-02,-2.153662996084e-03,1.554262996084e-03,measured_from_Icar_Qcar_nodes
250000000,80,I,9.990000000000e-04,-2.920005070030e-02,3.973594587003e+00,-7.348522870402e-03,8.347522870402e-03,measured_from_Icar_Qcar_nodes
250000000,80,Q,-1.998000000000e-03,3.584471383095e-04,-9.651625322975e-02,-3.713852603212e-03,1.715852603212e-03,measured_from_Icar_Qcar_nodes
250000000,81,I,4.995000000000e-04,-2.896039647995e-02,3.973594587003e+00,-7.288211176518e-03,7.787711176518e-03,measured_from_Icar_Qcar_nodes
250000000,81,Q,-4.995000000000e-04,2.178881290056e-04,-9.651625322975e-02,-2.257527843387e-03,1.758027843387e-03,measured_from_Icar_Qcar_nodes
250000000,82,I,6.993000000000e-04,-2.881925600819e-02,3.973594587003e+00,-7.252691581183e-03,7.951991581183e-03,measured_from_Icar_Qcar_nodes
250000000,82,Q,-9.990000000000e-05,2.070202122106e-04,-9.651625322975e-02,-2.144925909192e-03,2.045025909192e-03,measured_from_Icar_Qcar_nodes
250000000,83,I,1.698300000000e-03,-2.926028301362e-02,3.973594587003e+00,-7.363681012986e-03,9.061981012986e-03,measured_from_Icar_Qcar_nodes
250000000,83,Q,-1.098900000000e-03,3.009822340339e-04,-9.651625322975e-02,-3.118461647257e-03,2.019561647257e-03,measured_from_Icar_Qcar_nodes
250000000,84,I,2.297700000000e-03,-2.902356909791e-02,3.973594587003e+00,-7.304109280005e-03,9.601809280005e-03,measured_from_Icar_Qcar_nodes
250000000,84,Q,-1.898100000000e-03,4.026222622309e-04,-9.651625322975e-02,-4.171548819581e-03,2.273448819581e-03,measured_from_Icar_Qcar_nodes
250000000,85,I,2.297700000000e-03,-2.893002111370e-02,3.973594587003e+00,-7.280566872201e-03,9.578266872201e-03,measured_from_Icar_Qcar_nodes
250000000,85,Q,1.098900000000e-03,1.097400106482e-04,-9.651625322975e-02,-1.137010679300e-03,2.235910679300e-03,measured_from_Icar_Qcar_nodes
250000000,86,I,-1.998000000000e-03,-2.853266507119e-02,3.973594587003e+00,-7.180567731925e-03,5.182567731925e-03,measured_from_Icar_Qcar_nodes
