window,channel,target_mag_v,worst_leak_mag_v,worst_leak_run,margin_x,start_drift_percent
rect,250,0.04072055146838082,0.0016986223078130657,723,23.97269321206992,0.39292747709207554
rect,500,0.14413354164739434,0.008280004235169301,250,17.40742366231981,1.697012892837187
rect,750,0.09674940556165425,0.026363246022780177,250,3.6698593746025887,0.7845487364140886
rect,1g,0.06667835639298107,0.003210848379136323,723,20.766585188590156,0.09870637039990217
hann,250,0.040638912556435335,0.0016951709788269184,723,23.973341370295298,0.0058951098130933495
hann,500,0.14455034745341713,0.008487334159007247,250,17.031301554212046,1.4438407888250575
hann,750,0.09698508160887591,0.02636493442111267,250,3.6785633546356036,0.5255194245979737
hann,1g,0.06673944756184184,0.004250902160663546,425,15.70006672452422,0.08058374979343798
