stim,stim_freq_hz,channel,mean_v,ac_rms_v,half_pp_v,peak_freq_hz,peak_amp_v,amp_at_f0_v,norm_at_f0
250,249498685.74266306,250,-0.008686394364917667,0.02878362137070463,0.040757978451931465,250000000.0,0.04059120905593997,0.040718068246071125,1.0
250,249498685.74266306,500,-3.546352460276621e-05,0.006413034988439851,0.01107679652784399,500000000.0,0.008825028517702766,0.00056392879886776,0.01384959609232379
250,249498685.74266306,750,-1.634961602853459e-05,0.01816336771581051,0.028394351286256503,750000000.0,0.02531245093030693,0.00047861227784357134,0.0117542972557337
250,249498685.74266306,1g,1.3783768225506875e-05,0.0055474853786102,0.01057861229417556,750000000.0,0.007427848627422818,0.00045307710908697895,0.011127175934499207
