stim,stim_freq_hz,channel,mean_v,ac_rms_v,half_pp_v,peak_freq_hz,peak_amp_v,amp_at_f0_v,norm_at_f0
723,748874754.5325352,250,-0.008209044558363354,0.0012216332494606778,0.001992194467746955,250000000.0,0.0016999122737913635,0.00026695637307686774,0.0028505399155187017
723,748874754.5325352,500,-1.677548641157927e-05,0.006193841023116588,0.013043980583705539,750000000.0,0.006251248092262655,0.00627508723427267,0.06700490581472496
723,748874754.5325352,750,-0.00011214679220638116,0.06633311053302551,0.09916159710791855,750000000.0,0.0936245333744561,0.09365116117950964,1.0
723,748874754.5325352,1g,3.858076551512047e-05,0.01979129893887075,0.030958388985137475,750000000.0,0.027644561286299822,0.02775901532674692,0.29640866143174355
