time,bf500p,bf500n,i500p,i500n,q500p,q500n
1.500000e-07,6.897436e-01,5.370014e-01,9.886499e-01,9.429178e-01,1.027635e+00,9.032165e-01
1.500019e-07,6.896820e-01,5.369936e-01,9.886767e-01,9.429145e-01,1.027653e+00,9.032162e-01
1.500056e-07,6.895517e-01,5.369823e-01,9.887249e-01,9.429060e-01,1.027686e+00,9.032126e-01
1.500096e-07,6.893962e-01,5.369764e-01,9.887749e-01,9.428981e-01,1.027720e+00,9.032081e-01
1.500136e-07,6.892256e-01,5.369770e-01,9.888234e-01,9.428934e-01,1.027753e+00,9.032046e-01
1.500176e-07,6.890402e-01,5.369844e-01,9.888674e-01,9.428911e-01,1.027785e+00,9.032008e-01
1.500202e-07,6.889099e-01,5.369929e-01,9.888920e-01,9.428894e-01,1.027802e+00,9.031959e-01
1.500226e-07,6.887884e-01,5.370035e-01,9.888939e-01,9.428709e-01,1.027801e+00,9.031725e-01
1.500266e-07,6.885699e-01,5.370273e-01,9.888929e-01,9.428438e-01,1.027797e+00,9.031328e-01
1.500306e-07,6.883357e-01,5.370588e-01,9.888858e-01,9.428229e-01,1.027795e+00,9.030929e-01
1.500346e-07,6.880859e-01,5.370988e-01,9.888721e-01,9.428091e-01,1.027793e+00,9.030531e-01
1.500386e-07,6.878210e-01,5.371483e-01,9.888525e-01,9.428031e-01,1.027793e+00,9.030138e-01
1.500426e-07,6.875413e-01,5.372082e-01,9.888286e-01,9.428053e-01,1.027795e+00,9.029761e-01
1.500466e-07,6.872472e-01,5.372793e-01,9.888017e-01,9.428150e-01,1.027800e+00,9.029412e-01
1.500506e-07,6.869388e-01,5.373616e-01,9.887717e-01,9.428303e-01,1.027808e+00,9.029087e-01
1.500546e-07,6.866159e-01,5.374543e-01,9.887373e-01,9.428495e-01,1.027816e+00,9.028779e-01
1.500586e-07,6.862774e-01,5.375556e-01,9.886980e-01,9.428713e-01,1.027824e+00,9.028490e-01
1.500626e-07,6.859210e-01,5.376630e-01,9.886539e-01,9.428939e-01,1.027831e+00,9.028216e-01
1.500666e-07,6.855448e-01,5.377747e-01,9.886054e-01,9.429163e-01,1.027838e+00,9.027951e-01
1.500706e-07,6.851478e-01,5.378896e-01,9.885532e-01,9.429378e-01,1.027843e+00,9.027691e-01
1.500746e-07,6.847296e-01,5.380076e-01,9.884981e-01,9.429584e-01,1.027847e+00,9.027432e-01
1.500786e-07,6.842907e-01,5.381291e-01,9.884406e-01,9.429783e-01,1.027850e+00,9.027173e-01
1.500826e-07,6.838318e-01,5.382545e-01,9.883813e-01,9.429978e-01,1.027853e+00,9.026912e-01
1.500866e-07,6.833534e-01,5.383843e-01,9.883205e-01,9.430173e-01,1.027856e+00,9.026650e-01
1.500906e-07,6.828560e-01,5.385190e-01,9.882587e-01,9.430370e-01,1.027859e+00,9.026387e-01
1.500946e-07,6.823400e-01,5.386588e-01,9.881963e-01,9.430572e-01,1.027861e+00,9.026125e-01
1.500986e-07,6.818058e-01,5.388041e-01,9.881334e-01,9.430782e-01,1.027864e+00,9.025863e-01
1.501026e-07,6.812538e-01,5.389549e-01,9.880704e-01,9.431002e-01,1.027867e+00,9.025604e-01
1.501066e-07,6.806840e-01,5.391114e-01,9.880075e-01,9.431233e-01,1.027870e+00,9.025348e-01
1.501106e-07,6.800968e-01,5.392737e-01,9.879449e-01,9.431475e-01,1.027874e+00,9.025097e-01
1.501146e-07,6.794923e-01,5.394417e-01,9.878828e-01,9.431729e-01,1.027879e+00,9.024850e-01
1.501186e-07,6.788708e-01,5.396156e-01,9.878212e-01,9.431995e-01,1.027884e+00,9.024609e-01
1.501226e-07,6.782325e-01,5.397955e-01,9.877602e-01,9.432272e-01,1.027889e+00,9.024373e-01
1.501266e-07,6.775778e-01,5.399813e-01,9.876998e-01,9.432560e-01,1.027895e+00,9.024145e-01
1.501306e-07,6.769067e-01,5.401732e-01,9.876402e-01,9.432859e-01,1.027902e+00,9.023923e-01
1.501346e-07,6.762195e-01,5.403712e-01,9.875811e-01,9.433167e-01,1.027909e+00,9.023707e-01
1.501386e-07,6.755164e-01,5.405754e-01,9.875228e-01,9.433484e-01,1.027917e+00,9.023499e-01
1.501426e-07,6.747976e-01,5.407856e-01,9.874652e-01,9.433809e-01,1.027925e+00,9.023298e-01
1.501466e-07,6.740631e-01,5.410019e-01,9.874082e-01,9.434141e-01,1.027934e+00,9.023105e-01
1.501506e-07,6.733132e-01,5.412242e-01,9.873519e-01,9.434480e-01,1.027943e+00,9.022918e-01
1.501546e-07,6.725481e-01,5.414526e-01,9.872963e-01,9.434824e-01,1.027953e+00,9.022739e-01
1.501586e-07,6.717678e-01,5.416869e-01,9.872413e-01,9.435174e-01,1.027963e+00,9.022567e-01
1.501626e-07,6.709727e-01,5.419274e-01,9.871870e-01,9.435529e-01,1.027973e+00,9.022401e-01
1.501666e-07,6.701633e-01,5.421743e-01,9.871333e-01,9.435887e-01,1.027983e+00,9.022243e-01
1.501706e-07,6.693399e-01,5.424277e-01,9.870802e-01,9.436249e-01,1.027994e+00,9.022092e-01
1.501746e-07,6.685026e-01,5.426875e-01,9.870277e-01,9.436614e-01,1.028005e+00,9.021948e-01
1.501786e-07,6.676516e-01,5.429537e-01,9.869758e-01,9.436982e-01,1.028017e+00,9.021811e-01
1.501826e-07,6.667868e-01,5.432259e-01,9.869245e-01,9.437351e-01,1.028028e+00,9.021681e-01
1.501866e-07,6.659081e-01,5.435039e-01,9.868738e-01,9.437723e-01,1.028040e+00,9.021557e-01
1.501906e-07,6.650152e-01,5.437871e-01,9.868237e-01,9.438096e-01,1.028051e+00,9.021441e-01
1.501946e-07,6.641081e-01,5.440755e-01,9.867741e-01,9.438470e-01,1.028063e+00,9.021331e-01
1.501986e-07,6.631873e-01,5.443691e-01,9.867251e-01,9.438845e-01,1.028075e+00,9.021228e-01
1.502026e-07,6.622530e-01,5.446680e-01,9.866767e-01,9.439220e-01,1.028087e+00,9.021132e-01
1.502066e-07,6.613055e-01,5.449725e-01,9.866287e-01,9.439595e-01,1.028099e+00,9.021042e-01
1.502106e-07,6.603451e-01,5.452823e-01,9.865814e-01,9.439970e-01,1.028111e+00,9.020960e-01
1.502146e-07,6.593720e-01,5.455977e-01,9.865345e-01,9.440345e-01,1.028124e+00,9.020885e-01
1.502186e-07,6.583864e-01,5.459184e-01,9.864882e-01,9.440719e-01,1.028136e+00,9.020817e-01
1.502226e-07,6.573884e-01,5.462446e-01,9.864424e-01,9.441093e-01,1.028148e+00,9.020756e-01
1.502266e-07,6.563783e-01,5.465761e-01,9.863972e-01,9.441465e-01,1.028160e+00,9.020703e-01
1.502306e-07,6.553563e-01,5.469130e-01,9.863524e-01,9.441836e-01,1.028172e+00,9.020658e-01
1.502346e-07,6.543226e-01,5.472552e-01,9.863082e-01,9.442206e-01,1.028185e+00,9.020620e-01
1.502386e-07,6.532773e-01,5.476026e-01,9.862645e-01,9.442574e-01,1.028197e+00,9.020590e-01
1.502426e-07,6.522207e-01,5.479553e-01,9.862213e-01,9.442941e-01,1.028209e+00,9.020569e-01
1.502466e-07,6.511529e-01,5.483132e-01,9.861787e-01,9.443305e-01,1.028221e+00,9.020557e-01
1.502506e-07,6.500741e-01,5.486763e-01,9.861366e-01,9.443668e-01,1.028233e+00,9.020554e-01
1.502546e-07,6.489845e-01,5.490444e-01,9.860949e-01,9.444028e-01,1.028246e+00,9.020561e-01
1.502586e-07,6.478842e-01,5.494174e-01,9.860538e-01,9.444386e-01,1.028258e+00,9.020578e-01
1.502626e-07,6.467731e-01,5.497951e-01,9.860133e-01,9.444741e-01,1.028270e+00,9.020605e-01
1.502666e-07,6.456516e-01,5.501774e-01,9.859732e-01,9.445094e-01,1.028283e+00,9.020643e-01
1.502706e-07,6.445198e-01,5.505641e-01,9.859337e-01,9.445443e-01,1.028295e+00,9.020691e-01
1.502746e-07,6.433782e-01,5.509553e-01,9.858947e-01,9.445790e-01,1.028307e+00,9.020749e-01
1.502786e-07,6.422274e-01,5.513510e-01,9.858562e-01,9.446134e-01,1.028320e+00,9.020817e-01
1.502826e-07,6.410686e-01,5.517515e-01,9.858183e-01,9.446475e-01,1.028331e+00,9.020897e-01
1.502866e-07,6.399042e-01,5.521575e-01,9.857809e-01,9.446812e-01,1.028342e+00,9.020991e-01
1.502906e-07,6.387377e-01,5.525704e-01,9.857440e-01,9.447146e-01,1.028350e+00,9.021101e-01
1.502946e-07,6.375715e-01,5.529930e-01,9.857077e-01,9.447477e-01,1.028353e+00,9.021238e-01
1.502986e-07,6.364020e-01,5.534284e-01,9.856719e-01,9.447804e-01,1.028349e+00,9.021409e-01
1.503026e-07,6.352231e-01,5.538781e-01,9.856366e-01,9.448127e-01,1.028337e+00,9.021619e-01
1.503066e-07,6.340325e-01,5.543385e-01,9.856019e-01,9.448447e-01,1.028314e+00,9.021864e-01
1.503106e-07,6.328310e-01,5.548029e-01,9.855678e-01,9.448763e-01,1.028283e+00,9.022132e-01
1.503146e-07,6.316204e-01,5.552679e-01,9.855342e-01,9.449074e-01,1.028243e+00,9.022418e-01
1.503186e-07,6.304019e-01,5.557325e-01,9.855011e-01,9.449382e-01,1.028196e+00,9.022715e-01
1.503226e-07,6.291744e-01,5.561959e-01,9.854686e-01,9.449685e-01,1.028143e+00,9.023020e-01
1.503266e-07,6.279354e-01,5.566565e-01,9.854367e-01,9.449985e-01,1.028085e+00,9.023327e-01
1.503306e-07,6.266814e-01,5.571123e-01,9.854054e-01,9.450279e-01,1.028024e+00,9.023630e-01
1.503346e-07,6.254087e-01,5.575610e-01,9.853746e-01,9.450570e-01,1.027962e+00,9.023928e-01
1.503386e-07,6.241151e-01,5.580012e-01,9.853444e-01,9.450856e-01,1.027899e+00,9.024225e-01
1.503426e-07,6.228064e-01,5.584379e-01,9.853148e-01,9.451137e-01,1.027839e+00,9.024530e-01
1.503466e-07,6.214934e-01,5.588796e-01,9.852858e-01,9.451414e-01,1.027782e+00,9.024851e-01
1.503506e-07,6.201807e-01,5.593299e-01,9.852574e-01,9.451686e-01,1.027728e+00,9.025190e-01
1.503546e-07,6.188679e-01,5.597884e-01,9.852296e-01,9.451954e-01,1.027676e+00,9.025544e-01
1.503586e-07,6.175533e-01,5.602537e-01,9.852024e-01,9.452216e-01,1.027627e+00,9.025908e-01
1.503626e-07,6.162358e-01,5.607247e-01,9.851758e-01,9.452474e-01,1.027579e+00,9.026279e-01
1.503666e-07,6.149146e-01,5.612006e-01,9.851499e-01,9.452727e-01,1.027532e+00,9.026653e-01
1.503706e-07,6.135894e-01,5.616808e-01,9.851245e-01,9.452975e-01,1.027487e+00,9.027028e-01
1.503746e-07,6.122599e-01,5.621647e-01,9.850997e-01,9.453218e-01,1.027443e+00,9.027403e-01
1.503786e-07,6.109262e-01,5.626521e-01,9.850756e-01,9.453456e-01,1.027400e+00,9.027777e-01
1.503826e-07,6.095882e-01,5.631426e-01,9.850521e-01,9.453689e-01,1.027357e+00,9.028147e-01
1.503866e-07,6.082460e-01,5.636361e-01,9.850292e-01,9.453916e-01,1.027316e+00,9.028515e-01
1.503906e-07,6.068998e-01,5.641325e-01,9.850070e-01,9.454139e-01,1.027275e+00,9.028878e-01
1.503946e-07,6.055497e-01,5.646314e-01,9.849854e-01,9.454356e-01,1.027235e+00,9.029237e-01
1.503986e-07,6.041959e-01,5.651329e-01,9.849644e-01,9.454567e-01,1.027196e+00,9.029592e-01
1.504026e-07,6.028386e-01,5.656368e-01,9.849440e-01,9.454774e-01,1.027158e+00,9.029942e-01
1.504066e-07,6.014779e-01,5.661430e-01,9.849243e-01,9.454974e-01,1.027120e+00,9.030287e-01
1.504106e-07,6.001140e-01,5.666513e-01,9.849053e-01,9.455170e-01,1.027083e+00,9.030627e-01
1.504146e-07,5.987471e-01,5.671618e-01,9.848869e-01,9.455360e-01,1.027047e+00,9.030962e-01
1.504186e-07,5.973774e-01,5.676742e-01,9.848691e-01,9.455544e-01,1.027011e+00,9.031292e-01
1.504226e-07,5.960051e-01,5.681885e-01,9.848520e-01,9.455723e-01,1.026976e+00,9.031616e-01
1.504266e-07,5.946304e-01,5.687046e-01,9.848355e-01,9.455896e-01,1.026942e+00,9.031935e-01
1.504306e-07,5.932536e-01,5.692224e-01,9.848197e-01,9.456064e-01,1.026909e+00,9.032248e-01
1.504346e-07,5.918747e-01,5.697418e-01,9.848045e-01,9.456226e-01,1.026876e+00,9.032556e-01
1.504386e-07,5.904940e-01,5.702627e-01,9.847900e-01,9.456382e-01,1.026844e+00,9.032858e-01
1.504426e-07,5.891117e-01,5.707850e-01,9.847761e-01,9.456533e-01,1.026812e+00,9.033155e-01
1.504466e-07,5.877280e-01,5.713086e-01,9.847629e-01,9.456678e-01,1.026782e+00,9.033446e-01
1.504506e-07,5.863431e-01,5.718334e-01,9.847504e-01,9.456817e-01,1.026752e+00,9.033731e-01
1.504546e-07,5.849572e-01,5.723593e-01,9.847385e-01,9.456951e-01,1.026722e+00,9.034011e-01
1.504586e-07,5.835704e-01,5.728862e-01,9.847273e-01,9.457078e-01,1.026694e+00,9.034285e-01
1.504626e-07,5.821830e-01,5.734140e-01,9.847167e-01,9.457200e-01,1.026666e+00,9.034553e-01
1.504666e-07,5.807952e-01,5.739427e-01,9.847068e-01,9.457316e-01,1.026638e+00,9.034816e-01
1.504706e-07,5.794074e-01,5.744721e-01,9.846975e-01,9.457427e-01,1.026612e+00,9.035073e-01
1.504746e-07,5.780196e-01,5.750024e-01,9.846889e-01,9.457531e-01,1.026586e+00,9.035324e-01
1.504786e-07,5.766323e-01,5.755334e-01,9.846810e-01,9.457630e-01,1.026561e+00,9.035570e-01
1.504826e-07,5.752456e-01,5.760652e-01,9.846737e-01,9.457723e-01,1.026536e+00,9.035810e-01
1.504866e-07,5.738599e-01,5.765976e-01,9.846671e-01,9.457810e-01,1.026512e+00,9.036044e-01
1.504906e-07,5.724754e-01,5.771307e-01,9.846611e-01,9.457892e-01,1.026489e+00,9.036272e-01
1.504946e-07,5.710923e-01,5.776643e-01,9.846558e-01,9.457967e-01,1.026467e+00,9.036495e-01
1.504986e-07,5.697108e-01,5.781984e-01,9.846511e-01,9.458037e-01,1.026445e+00,9.036712e-01
1.505026e-07,5.683311e-01,5.787328e-01,9.846470e-01,9.458101e-01,1.026424e+00,9.036923e-01
1.505066e-07,5.669534e-01,5.792675e-01,9.846437e-01,9.458159e-01,1.026403e+00,9.037129e-01
1.505106e-07,5.655779e-01,5.798023e-01,9.846409e-01,9.458212e-01,1.026383e+00,9.037329e-01
1.505146e-07,5.642048e-01,5.803371e-01,9.846388e-01,9.458258e-01,1.026364e+00,9.037523e-01
1.505186e-07,5.628343e-01,5.808718e-01,9.846373e-01,9.458299e-01,1.026346e+00,9.037712e-01
1.505226e-07,5.614666e-01,5.814064e-01,9.846365e-01,9.458335e-01,1.026328e+00,9.037895e-01
1.505266e-07,5.601020e-01,5.819407e-01,9.846363e-01,9.458364e-01,1.026311e+00,9.038072e-01
1.505306e-07,5.587408e-01,5.824747e-01,9.846367e-01,9.458388e-01,1.026294e+00,9.038244e-01
1.505346e-07,5.573833e-01,5.830083e-01,9.846378e-01,9.458406e-01,1.026278e+00,9.038410e-01
1.505386e-07,5.560295e-01,5.835415e-01,9.846395e-01,9.458419e-01,1.026263e+00,9.038571e-01
1.505426e-07,5.546799e-01,5.840742e-01,9.846418e-01,9.458426e-01,1.026249e+00,9.038726e-01
1.505466e-07,5.533346e-01,5.846064e-01,9.846447e-01,9.458427e-01,1.026235e+00,9.038876e-01
1.505506e-07,5.519938e-01,5.851378e-01,9.846482e-01,9.458423e-01,1.026221e+00,9.039021e-01
1.505546e-07,5.506578e-01,5.856685e-01,9.846524e-01,9.458414e-01,1.026209e+00,9.039159e-01
1.505586e-07,5.493268e-01,5.861984e-01,9.846571e-01,9.458399e-01,1.026197e+00,9.039293e-01
1.505626e-07,5.480009e-01,5.867273e-01,9.846625e-01,9.458378e-01,1.026185e+00,9.039421e-01
1.505666e-07,5.466803e-01,5.872552e-01,9.846684e-01,9.458352e-01,1.026174e+00,9.039544e-01
1.505706e-07,5.453653e-01,5.877820e-01,9.846749e-01,9.458321e-01,1.026164e+00,9.039661e-01
1.505746e-07,5.440560e-01,5.883075e-01,9.846821e-01,9.458285e-01,1.026155e+00,9.039773e-01
1.505786e-07,5.427526e-01,5.888316e-01,9.846897e-01,9.458243e-01,1.026146e+00,9.039880e-01
1.505826e-07,5.414553e-01,5.893544e-01,9.846980e-01,9.458196e-01,1.026137e+00,9.039982e-01
1.505866e-07,5.401643e-01,5.898755e-01,9.847069e-01,9.458144e-01,1.026129e+00,9.040078e-01
1.505906e-07,5.388796e-01,5.903951e-01,9.847163e-01,9.458087e-01,1.026122e+00,9.040170e-01
1.505946e-07,5.376016e-01,5.909128e-01,9.847262e-01,9.458024e-01,1.026116e+00,9.040256e-01
1.505986e-07,5.363304e-01,5.914288e-01,9.847367e-01,9.457957e-01,1.026109e+00,9.040337e-01
1.506026e-07,5.350661e-01,5.919427e-01,9.847478e-01,9.457885e-01,1.026104e+00,9.040413e-01
1.506066e-07,5.338090e-01,5.924547e-01,9.847594e-01,9.457808e-01,1.026099e+00,9.040484e-01
1.506106e-07,5.325591e-01,5.929644e-01,9.847716e-01,9.457726e-01,1.026095e+00,9.040550e-01
1.506146e-07,5.313168e-01,5.934720e-01,9.847843e-01,9.457639e-01,1.026091e+00,9.040612e-01
1.506186e-07,5.300823e-01,5.939773e-01,9.847975e-01,9.457548e-01,1.026087e+00,9.040668e-01
1.506226e-07,5.288556e-01,5.944802e-01,9.848112e-01,9.457452e-01,1.026084e+00,9.040720e-01
1.506266e-07,5.276370e-01,5.949807e-01,9.848255e-01,9.457352e-01,1.026082e+00,9.040767e-01
1.506306e-07,5.264268e-01,5.954787e-01,9.848403e-01,9.457247e-01,1.026080e+00,9.040809e-01
1.506346e-07,5.252250e-01,5.959742e-01,9.848555e-01,9.457137e-01,1.026079e+00,9.040847e-01
1.506386e-07,5.240319e-01,5.964670e-01,9.848713e-01,9.457024e-01,1.026078e+00,9.040880e-01
1.506426e-07,5.228477e-01,5.969570e-01,9.848876e-01,9.456905e-01,1.026078e+00,9.040908e-01
1.506466e-07,5.216724e-01,5.974443e-01,9.849043e-01,9.456783e-01,1.026078e+00,9.040932e-01
1.506506e-07,5.205064e-01,5.979286e-01,9.849216e-01,9.456657e-01,1.026079e+00,9.040952e-01
1.506546e-07,5.193497e-01,5.984101e-01,9.849393e-01,9.456527e-01,1.026080e+00,9.040967e-01
1.506586e-07,5.182026e-01,5.988884e-01,9.849575e-01,9.456392e-01,1.026081e+00,9.040978e-01
1.506626e-07,5.170652e-01,5.993637e-01,9.849761e-01,9.456254e-01,1.026083e+00,9.040985e-01
1.506666e-07,5.159376e-01,5.998357e-01,9.849952e-01,9.456112e-01,1.026086e+00,9.040987e-01
1.506706e-07,5.148201e-01,6.003045e-01,9.850148e-01,9.455966e-01,1.026089e+00,9.040986e-01
1.506746e-07,5.137128e-01,6.007700e-01,9.850348e-01,9.455817e-01,1.026092e+00,9.040980e-01
1.506786e-07,5.126159e-01,6.012320e-01,9.850553e-01,9.455663e-01,1.026096e+00,9.040971e-01
1.506826e-07,5.115294e-01,6.016905e-01,9.850762e-01,9.455507e-01,1.026100e+00,9.040957e-01
1.506866e-07,5.104537e-01,6.021454e-01,9.850975e-01,9.455347e-01,1.026104e+00,9.040940e-01
1.506906e-07,5.093888e-01,6.025967e-01,9.851193e-01,9.455184e-01,1.026109e+00,9.040918e-01
1.506946e-07,5.083349e-01,6.030443e-01,9.851414e-01,9.455017e-01,1.026115e+00,9.040893e-01
1.506986e-07,5.072921e-01,6.034880e-01,9.851640e-01,9.454848e-01,1.026121e+00,9.040865e-01
1.507026e-07,5.062606e-01,6.039278e-01,9.851870e-01,9.454675e-01,1.026127e+00,9.040832e-01
1.507066e-07,5.052405e-01,6.043637e-01,9.852104e-01,9.454499e-01,1.026133e+00,9.040796e-01
1.507106e-07,5.042319e-01,6.047955e-01,9.852342e-01,9.454320e-01,1.026140e+00,9.040757e-01
1.507146e-07,5.032351e-01,6.052232e-01,9.852584e-01,9.454139e-01,1.026147e+00,9.040714e-01
1.507186e-07,5.022501e-01,6.056466e-01,9.852829e-01,9.453954e-01,1.026155e+00,9.040668e-01
1.507226e-07,5.012772e-01,6.060659e-01,9.853078e-01,9.453767e-01,1.026163e+00,9.040619e-01
1.507266e-07,5.003165e-01,6.064809e-01,9.853331e-01,9.453577e-01,1.026171e+00,9.040566e-01
1.507306e-07,4.993683e-01,6.068916e-01,9.853588e-01,9.453385e-01,1.026180e+00,9.040510e-01
1.507346e-07,4.984326e-01,6.072980e-01,9.853848e-01,9.453190e-01,1.026189e+00,9.040451e-01
1.507386e-07,4.975098e-01,6.077002e-01,9.854111e-01,9.452992e-01,1.026198e+00,9.040389e-01
1.507426e-07,4.965999e-01,6.080980e-01,9.854378e-01,9.452792e-01,1.026208e+00,9.040324e-01
1.507466e-07,4.957030e-01,6.084915e-01,9.854648e-01,9.452590e-01,1.026217e+00,9.040256e-01
1.507506e-07,4.948191e-01,6.088805e-01,9.854921e-01,9.452385e-01,1.026228e+00,9.040185e-01
1.507546e-07,4.939484e-01,6.092650e-01,9.855198e-01,9.452178e-01,1.026238e+00,9.040112e-01
1.507586e-07,4.930909e-01,6.096448e-01,9.855477e-01,9.451968e-01,1.026249e+00,9.040035e-01
1.507626e-07,4.922466e-01,6.100198e-01,9.855759e-01,9.451756e-01,1.026260e+00,9.039956e-01
1.507666e-07,4.914157e-01,6.103900e-01,9.856043e-01,9.451541e-01,1.026271e+00,9.039874e-01
1.507706e-07,4.905985e-01,6.107553e-01,9.856331e-01,9.451324e-01,1.026283e+00,9.039790e-01
1.507746e-07,4.897951e-01,6.111156e-01,9.856621e-01,9.451106e-01,1.026294e+00,9.039703e-01
1.507786e-07,4.890058e-01,6.114710e-01,9.856914e-01,9.450885e-01,1.026306e+00,9.039614e-01
1.507826e-07,4.882309e-01,6.118214e-01,9.857210e-01,9.450663e-01,1.026319e+00,9.039522e-01
1.507866e-07,4.874705e-01,6.121669e-01,9.857508e-01,9.450439e-01,1.026331e+00,9.039428e-01
1.507906e-07,4.867248e-01,6.125073e-01,9.857808e-01,9.450213e-01,1.026344e+00,9.039331e-01
1.507946e-07,4.859938e-01,6.128426e-01,9.858111e-01,9.449985e-01,1.026357e+00,9.039233e-01
1.507986e-07,4.852776e-01,6.131727e-01,9.858416e-01,9.449755e-01,1.026370e+00,9.039132e-01
1.508026e-07,4.845763e-01,6.134975e-01,9.858724e-01,9.449523e-01,1.026383e+00,9.039029e-01
1.508066e-07,4.838899e-01,6.138169e-01,9.859033e-01,9.449290e-01,1.026397e+00,9.038924e-01
1.508106e-07,4.832183e-01,6.141308e-01,9.859345e-01,9.449055e-01,1.026411e+00,9.038817e-01
1.508146e-07,4.825617e-01,6.144390e-01,9.859659e-01,9.448819e-01,1.026425e+00,9.038708e-01
1.508186e-07,4.819199e-01,6.147416e-01,9.859974e-01,9.448581e-01,1.026439e+00,9.038597e-01
1.508226e-07,4.812931e-01,6.150383e-01,9.860292e-01,9.448342e-01,1.026454e+00,9.038485e-01
1.508266e-07,4.806812e-01,6.153292e-01,9.860611e-01,9.448101e-01,1.026468e+00,9.038370e-01
1.508306e-07,4.800845e-01,6.156142e-01,9.860932e-01,9.447859e-01,1.026483e+00,9.038254e-01
1.508346e-07,4.795030e-01,6.158934e-01,9.861255e-01,9.447615e-01,1.026498e+00,9.038136e-01
1.508386e-07,4.789370e-01,6.161669e-01,9.861580e-01,9.447371e-01,1.026513e+00,9.038017e-01
1.508426e-07,4.783865e-01,6.164347e-01,9.861906e-01,9.447125e-01,1.026528e+00,9.037896e-01
1.508466e-07,4.778519e-01,6.166968e-01,9.862234e-01,9.446879e-01,1.026544e+00,9.037773e-01
1.508506e-07,4.773331e-01,6.169532e-01,9.862563e-01,9.446631e-01,1.026559e+00,9.037649e-01
1.508546e-07,4.768302e-01,6.172040e-01,9.862894e-01,9.446382e-01,1.026575e+00,9.037524e-01
1.508586e-07,4.763432e-01,6.174490e-01,9.863226e-01,9.446132e-01,1.026591e+00,9.037397e-01
1.508626e-07,4.758722e-01,6.176881e-01,9.863560e-01,9.445882e-01,1.026607e+00,9.037269e-01
1.508666e-07,4.754171e-01,6.179212e-01,9.863895e-01,9.445630e-01,1.026623e+00,9.037139e-01
1.508706e-07,4.749779e-01,6.181483e-01,9.864231e-01,9.445378e-01,1.026639e+00,9.037009e-01
1.508746e-07,4.745548e-01,6.183693e-01,9.864569e-01,9.445125e-01,1.026655e+00,9.036877e-01
1.508786e-07,4.741477e-01,6.185841e-01,9.864908e-01,9.444872e-01,1.026672e+00,9.036744e-01
1.508826e-07,4.737567e-01,6.187927e-01,9.865248e-01,9.444617e-01,1.026688e+00,9.036610e-01
1.508866e-07,4.733818e-01,6.189950e-01,9.865589e-01,9.444363e-01,1.026705e+00,9.036474e-01
1.508906e-07,4.730231e-01,6.191911e-01,9.865931e-01,9.444107e-01,1.026722e+00,9.036338e-01
1.508946e-07,4.726807e-01,6.193809e-01,9.866275e-01,9.443852e-01,1.026739e+00,9.036201e-01
1.508986e-07,4.723545e-01,6.195643e-01,9.866619e-01,9.443596e-01,1.026756e+00,9.036063e-01
1.509026e-07,4.720446e-01,6.197414e-01,9.866964e-01,9.443340e-01,1.026773e+00,9.035924e-01
1.509066e-07,4.717512e-01,6.199120e-01,9.867310e-01,9.443083e-01,1.026790e+00,9.035784e-01
1.509106e-07,4.714741e-01,6.200763e-01,9.867658e-01,9.442827e-01,1.026807e+00,9.035644e-01
1.509146e-07,4.712137e-01,6.202342e-01,9.868006e-01,9.442570e-01,1.026824e+00,9.035503e-01
1.509186e-07,4.709701e-01,6.203858e-01,9.868355e-01,9.442313e-01,1.026842e+00,9.035361e-01
1.509226e-07,4.707434e-01,6.205314e-01,9.868704e-01,9.442057e-01,1.026859e+00,9.035218e-01
1.509266e-07,4.705337e-01,6.206709e-01,9.869055e-01,9.441800e-01,1.026877e+00,9.035075e-01
1.509306e-07,4.703410e-01,6.208042e-01,9.869406e-01,9.441544e-01,1.026894e+00,9.034931e-01
1.509346e-07,4.701653e-01,6.209314e-01,9.869759e-01,9.441288e-01,1.026912e+00,9.034787e-01
1.509386e-07,4.700066e-01,6.210523e-01,9.870111e-01,9.441032e-01,1.026930e+00,9.034642e-01
1.509426e-07,4.698648e-01,6.211667e-01,9.870465e-01,9.440777e-01,1.026947e+00,9.034496e-01
1.509466e-07,4.697395e-01,6.212744e-01,9.870820e-01,9.440522e-01,1.026965e+00,9.034351e-01
1.509506e-07,4.696307e-01,6.213751e-01,9.871175e-01,9.440268e-01,1.026983e+00,9.034204e-01
1.509546e-07,4.695383e-01,6.214688e-01,9.871531e-01,9.440015e-01,1.027001e+00,9.034058e-01
1.509586e-07,4.694625e-01,6.215557e-01,9.871887e-01,9.439762e-01,1.027019e+00,9.033911e-01
1.509626e-07,4.694033e-01,6.216356e-01,9.872244e-01,9.439510e-01,1.027037e+00,9.033764e-01
1.509666e-07,4.693608e-01,6.217088e-01,9.872602e-01,9.439259e-01,1.027055e+00,9.033617e-01
1.509706e-07,4.693352e-01,6.217753e-01,9.872961e-01,9.439009e-01,1.027073e+00,9.033470e-01
1.509746e-07,4.693264e-01,6.218350e-01,9.873320e-01,9.438760e-01,1.027091e+00,9.033322e-01
1.509786e-07,4.693345e-01,6.218880e-01,9.873679e-01,9.438512e-01,1.027109e+00,9.033175e-01
1.509826e-07,4.693595e-01,6.219344e-01,9.874039e-01,9.438264e-01,1.027127e+00,9.033027e-01
1.509866e-07,4.694014e-01,6.219740e-01,9.874398e-01,9.438018e-01,1.027145e+00,9.032880e-01
