time,bf500p,bf500n,i500p,i500n,q500p,q500n
1.553393e-07,5.304008e-01,6.032581e-01,9.844574e-01,9.475622e-01,1.028414e+00,9.029607e-01
1.553433e-07,5.316236e-01,6.028211e-01,9.844266e-01,9.475945e-01,1.028415e+00,9.029639e-01
1.553473e-07,5.328534e-01,6.023805e-01,9.843962e-01,9.476262e-01,1.028416e+00,9.029676e-01
1.553513e-07,5.340902e-01,6.019364e-01,9.843664e-01,9.476574e-01,1.028417e+00,9.029717e-01
1.553553e-07,5.353336e-01,6.014887e-01,9.843370e-01,9.476881e-01,1.028417e+00,9.029764e-01
1.553593e-07,5.365835e-01,6.010375e-01,9.843081e-01,9.477183e-01,1.028416e+00,9.029815e-01
1.553633e-07,5.378398e-01,6.005830e-01,9.842797e-01,9.477480e-01,1.028415e+00,9.029871e-01
1.553673e-07,5.391022e-01,6.001252e-01,9.842519e-01,9.477771e-01,1.028414e+00,9.029932e-01
1.553713e-07,5.403705e-01,5.996642e-01,9.842246e-01,9.478058e-01,1.028411e+00,9.029999e-01
1.553753e-07,5.416445e-01,5.992001e-01,9.841977e-01,9.478338e-01,1.028409e+00,9.030070e-01
1.553793e-07,5.429241e-01,5.987328e-01,9.841714e-01,9.478613e-01,1.028406e+00,9.030147e-01
1.553833e-07,5.442091e-01,5.982626e-01,9.841457e-01,9.478883e-01,1.028402e+00,9.030229e-01
1.553873e-07,5.454993e-01,5.977895e-01,9.841205e-01,9.479147e-01,1.028398e+00,9.030316e-01
1.553913e-07,5.467944e-01,5.973136e-01,9.840958e-01,9.479405e-01,1.028393e+00,9.030409e-01
1.553953e-07,5.480943e-01,5.968349e-01,9.840716e-01,9.479657e-01,1.028388e+00,9.030507e-01
1.553993e-07,5.493989e-01,5.963535e-01,9.840480e-01,9.479904e-01,1.028382e+00,9.030610e-01
1.554033e-07,5.507078e-01,5.958696e-01,9.840250e-01,9.480144e-01,1.028375e+00,9.030719e-01
1.554073e-07,5.520210e-01,5.953831e-01,9.840025e-01,9.480379e-01,1.028368e+00,9.030833e-01
1.554113e-07,5.533382e-01,5.948942e-01,9.839805e-01,9.480608e-01,1.028361e+00,9.030953e-01
1.554153e-07,5.546593e-01,5.944029e-01,9.839591e-01,9.480830e-01,1.028352e+00,9.031079e-01
1.554193e-07,5.559840e-01,5.939094e-01,9.839383e-01,9.481047e-01,1.028344e+00,9.031210e-01
1.554233e-07,5.573122e-01,5.934138e-01,9.839181e-01,9.481257e-01,1.028334e+00,9.031346e-01
1.554273e-07,5.586436e-01,5.929160e-01,9.838984e-01,9.481461e-01,1.028324e+00,9.031489e-01
1.554313e-07,5.599782e-01,5.924163e-01,9.838793e-01,9.481659e-01,1.028313e+00,9.031637e-01
1.554353e-07,5.613156e-01,5.919146e-01,9.838608e-01,9.481850e-01,1.028302e+00,9.031790e-01
1.554393e-07,5.626556e-01,5.914111e-01,9.838429e-01,9.482035e-01,1.028290e+00,9.031950e-01
1.554433e-07,5.639982e-01,5.909058e-01,9.838255e-01,9.482214e-01,1.028278e+00,9.032115e-01
1.554473e-07,5.653430e-01,5.903988e-01,9.838087e-01,9.482386e-01,1.028265e+00,9.032287e-01
1.554513e-07,5.666898e-01,5.898903e-01,9.837926e-01,9.482552e-01,1.028251e+00,9.032464e-01
1.554553e-07,5.680385e-01,5.893802e-01,9.837770e-01,9.482711e-01,1.028237e+00,9.032646e-01
1.554593e-07,5.693889e-01,5.888686e-01,9.837620e-01,9.482863e-01,1.028222e+00,9.032835e-01
1.554633e-07,5.707406e-01,5.883556e-01,9.837476e-01,9.483009e-01,1.028206e+00,9.033030e-01
1.554673e-07,5.720936e-01,5.878414e-01,9.837338e-01,9.483149e-01,1.028190e+00,9.033231e-01
1.554713e-07,5.734475e-01,5.873259e-01,9.837205e-01,9.483281e-01,1.028173e+00,9.033437e-01
1.554753e-07,5.748022e-01,5.868092e-01,9.837079e-01,9.483408e-01,1.028155e+00,9.033650e-01
1.554793e-07,5.761575e-01,5.862914e-01,9.836959e-01,9.483527e-01,1.028137e+00,9.033869e-01
1.554833e-07,5.775132e-01,5.857727e-01,9.836845e-01,9.483640e-01,1.028118e+00,9.034093e-01
1.554873e-07,5.788690e-01,5.852530e-01,9.836737e-01,9.483746e-01,1.028099e+00,9.034324e-01
1.554913e-07,5.802247e-01,5.847324e-01,9.836635e-01,9.483845e-01,1.028079e+00,9.034561e-01
1.554953e-07,5.815802e-01,5.842110e-01,9.836539e-01,9.483937e-01,1.028058e+00,9.034804e-01
1.554993e-07,5.829351e-01,5.836888e-01,9.836449e-01,9.484023e-01,1.028037e+00,9.035053e-01
1.555033e-07,5.842894e-01,5.831661e-01,9.836365e-01,9.484102e-01,1.028014e+00,9.035308e-01
1.555073e-07,5.856428e-01,5.826427e-01,9.836287e-01,9.484174e-01,1.027992e+00,9.035569e-01
1.555113e-07,5.869950e-01,5.821189e-01,9.836215e-01,9.484239e-01,1.027968e+00,9.035836e-01
1.555153e-07,5.883460e-01,5.815946e-01,9.836149e-01,9.484298e-01,1.027945e+00,9.036110e-01
1.555193e-07,5.896955e-01,5.810700e-01,9.836090e-01,9.484349e-01,1.027920e+00,9.036390e-01
1.555233e-07,5.910433e-01,5.805451e-01,9.836036e-01,9.484394e-01,1.027895e+00,9.036676e-01
1.555273e-07,5.923893e-01,5.800201e-01,9.835988e-01,9.484432e-01,1.027869e+00,9.036968e-01
1.555313e-07,5.937332e-01,5.794950e-01,9.835946e-01,9.484464e-01,1.027842e+00,9.037266e-01
1.555353e-07,5.950749e-01,5.789699e-01,9.835911e-01,9.484488e-01,1.027815e+00,9.037571e-01
1.555393e-07,5.964141e-01,5.784450e-01,9.835881e-01,9.484506e-01,1.027787e+00,9.037881e-01
1.555433e-07,5.977508e-01,5.779202e-01,9.835857e-01,9.484517e-01,1.027759e+00,9.038199e-01
1.555473e-07,5.990846e-01,5.773958e-01,9.835839e-01,9.484521e-01,1.027730e+00,9.038522e-01
1.555513e-07,6.004155e-01,5.768718e-01,9.835827e-01,9.484519e-01,1.027701e+00,9.038852e-01
1.555553e-07,6.017431e-01,5.763482e-01,9.835821e-01,9.484509e-01,1.027671e+00,9.039188e-01
1.555593e-07,6.030673e-01,5.758251e-01,9.835821e-01,9.484494e-01,1.027640e+00,9.039531e-01
1.555633e-07,6.043878e-01,5.753026e-01,9.835827e-01,9.484471e-01,1.027609e+00,9.039880e-01
1.555673e-07,6.057044e-01,5.747807e-01,9.835838e-01,9.484442e-01,1.027577e+00,9.040236e-01
1.555713e-07,6.070168e-01,5.742594e-01,9.835856e-01,9.484406e-01,1.027545e+00,9.040599e-01
1.555753e-07,6.083248e-01,5.737387e-01,9.835879e-01,9.484364e-01,1.027512e+00,9.040968e-01
1.555793e-07,6.096281e-01,5.732188e-01,9.835908e-01,9.484315e-01,1.027479e+00,9.041344e-01
1.555833e-07,6.109263e-01,5.726995e-01,9.835942e-01,9.484259e-01,1.027445e+00,9.041728e-01
1.555873e-07,6.122193e-01,5.721809e-01,9.835983e-01,9.484197e-01,1.027411e+00,9.042119e-01
1.555913e-07,6.135065e-01,5.716628e-01,9.836029e-01,9.484129e-01,1.027376e+00,9.042517e-01
1.555953e-07,6.147877e-01,5.711453e-01,9.836080e-01,9.484054e-01,1.027342e+00,9.042923e-01
1.555993e-07,6.160626e-01,5.706282e-01,9.836137e-01,9.483973e-01,1.027307e+00,9.043338e-01
1.556033e-07,6.173307e-01,5.701115e-01,9.836200e-01,9.483885e-01,1.027272e+00,9.043762e-01
1.556073e-07,6.185920e-01,5.695954e-01,9.836268e-01,9.483791e-01,1.027237e+00,9.044194e-01
1.556113e-07,6.198463e-01,5.690799e-01,9.836342e-01,9.483691e-01,1.027202e+00,9.044637e-01
1.556153e-07,6.210940e-01,5.685655e-01,9.836421e-01,9.483585e-01,1.027167e+00,9.045089e-01
1.556193e-07,6.223352e-01,5.680525e-01,9.836505e-01,9.483473e-01,1.027133e+00,9.045550e-01
1.556233e-07,6.235705e-01,5.675414e-01,9.836595e-01,9.483354e-01,1.027099e+00,9.046020e-01
1.556273e-07,6.248003e-01,5.670326e-01,9.836690e-01,9.483230e-01,1.027065e+00,9.046495e-01
1.556313e-07,6.260250e-01,5.665267e-01,9.836790e-01,9.483100e-01,1.027033e+00,9.046971e-01
1.556353e-07,6.272450e-01,5.660241e-01,9.836896e-01,9.482963e-01,1.027001e+00,9.047442e-01
1.556393e-07,6.284607e-01,5.655255e-01,9.837007e-01,9.482821e-01,1.026971e+00,9.047901e-01
1.556433e-07,6.296716e-01,5.650319e-01,9.837122e-01,9.482673e-01,1.026943e+00,9.048336e-01
1.556473e-07,6.308768e-01,5.645439e-01,9.837243e-01,9.482519e-01,1.026916e+00,9.048738e-01
1.556513e-07,6.320753e-01,5.640619e-01,9.837369e-01,9.482360e-01,1.026892e+00,9.049099e-01
1.556553e-07,6.332666e-01,5.635855e-01,9.837500e-01,9.482195e-01,1.026871e+00,9.049410e-01
1.556593e-07,6.344506e-01,5.631141e-01,9.837635e-01,9.482024e-01,1.026852e+00,9.049668e-01
1.556633e-07,6.356278e-01,5.626468e-01,9.837776e-01,9.481848e-01,1.026835e+00,9.049868e-01
1.556673e-07,6.367983e-01,5.621831e-01,9.837921e-01,9.481667e-01,1.026820e+00,9.050010e-01
1.556713e-07,6.379619e-01,5.617224e-01,9.838071e-01,9.481480e-01,1.026807e+00,9.050093e-01
1.556753e-07,6.391177e-01,5.612638e-01,9.838226e-01,9.481288e-01,1.026796e+00,9.050121e-01
1.556793e-07,6.402638e-01,5.608064e-01,9.838385e-01,9.481091e-01,1.026785e+00,9.050101e-01
1.556833e-07,6.413985e-01,5.603496e-01,9.838548e-01,9.480888e-01,1.026775e+00,9.050044e-01
1.556873e-07,6.425208e-01,5.598933e-01,9.838717e-01,9.480681e-01,1.026764e+00,9.049957e-01
1.556913e-07,6.436307e-01,5.594379e-01,9.838889e-01,9.480468e-01,1.026754e+00,9.049852e-01
1.556953e-07,6.447285e-01,5.589840e-01,9.839066e-01,9.480251e-01,1.026744e+00,9.049732e-01
1.556993e-07,6.458149e-01,5.585322e-01,9.839248e-01,9.480028e-01,1.026734e+00,9.049604e-01
1.557033e-07,6.468903e-01,5.580829e-01,9.839433e-01,9.479801e-01,1.026725e+00,9.049470e-01
1.557073e-07,6.479550e-01,5.576367e-01,9.839623e-01,9.479569e-01,1.026716e+00,9.049332e-01
1.557113e-07,6.490092e-01,5.571938e-01,9.839817e-01,9.479333e-01,1.026709e+00,9.049191e-01
1.557153e-07,6.500526e-01,5.567542e-01,9.840015e-01,9.479092e-01,1.026702e+00,9.049048e-01
1.557193e-07,6.510851e-01,5.563179e-01,9.840217e-01,9.478846e-01,1.026696e+00,9.048905e-01
1.557233e-07,6.521064e-01,5.558850e-01,9.840422e-01,9.478596e-01,1.026691e+00,9.048761e-01
1.557273e-07,6.531162e-01,5.554556e-01,9.840632e-01,9.478342e-01,1.026687e+00,9.048618e-01
1.557313e-07,6.541146e-01,5.550296e-01,9.840846e-01,9.478084e-01,1.026683e+00,9.048473e-01
1.557353e-07,6.551013e-01,5.546073e-01,9.841063e-01,9.477821e-01,1.026681e+00,9.048329e-01
1.557393e-07,6.560764e-01,5.541888e-01,9.841284e-01,9.477554e-01,1.026679e+00,9.048183e-01
1.557433e-07,6.570398e-01,5.537743e-01,9.841509e-01,9.477284e-01,1.026679e+00,9.048037e-01
1.557473e-07,6.579912e-01,5.533638e-01,9.841737e-01,9.477009e-01,1.026679e+00,9.047889e-01
1.557513e-07,6.589307e-01,5.529574e-01,9.841969e-01,9.476731e-01,1.026679e+00,9.047740e-01
1.557553e-07,6.598580e-01,5.525552e-01,9.842204e-01,9.476448e-01,1.026680e+00,9.047589e-01
1.557593e-07,6.607731e-01,5.521573e-01,9.842442e-01,9.476162e-01,1.026682e+00,9.047437e-01
1.557633e-07,6.616757e-01,5.517637e-01,9.842684e-01,9.475873e-01,1.026685e+00,9.047283e-01
1.557673e-07,6.625657e-01,5.513745e-01,9.842929e-01,9.475580e-01,1.026688e+00,9.047127e-01
1.557713e-07,6.634430e-01,5.509897e-01,9.843178e-01,9.475283e-01,1.026691e+00,9.046969e-01
1.557753e-07,6.643075e-01,5.506093e-01,9.843429e-01,9.474984e-01,1.026695e+00,9.046809e-01
1.557793e-07,6.651589e-01,5.502335e-01,9.843684e-01,9.474681e-01,1.026700e+00,9.046647e-01
1.557833e-07,6.659971e-01,5.498622e-01,9.843942e-01,9.474374e-01,1.026705e+00,9.046483e-01
1.557873e-07,6.668220e-01,5.494956e-01,9.844203e-01,9.474065e-01,1.026711e+00,9.046317e-01
1.557913e-07,6.676334e-01,5.491335e-01,9.844466e-01,9.473752e-01,1.026717e+00,9.046149e-01
1.557953e-07,6.684312e-01,5.487761e-01,9.844733e-01,9.473437e-01,1.026723e+00,9.045979e-01
1.557993e-07,6.692151e-01,5.484233e-01,9.845002e-01,9.473119e-01,1.026730e+00,9.045807e-01
1.558033e-07,6.699852e-01,5.480753e-01,9.845274e-01,9.472798e-01,1.026737e+00,9.045633e-01
1.558073e-07,6.707412e-01,5.477321e-01,9.845548e-01,9.472474e-01,1.026745e+00,9.045457e-01
1.558113e-07,6.714831e-01,5.473937e-01,9.845826e-01,9.472148e-01,1.026753e+00,9.045279e-01
1.558153e-07,6.722108e-01,5.470602e-01,9.846106e-01,9.471819e-01,1.026761e+00,9.045099e-01
1.558193e-07,6.729241e-01,5.467318e-01,9.846388e-01,9.471487e-01,1.026770e+00,9.044918e-01
1.558233e-07,6.736231e-01,5.464084e-01,9.846673e-01,9.471154e-01,1.026779e+00,9.044735e-01
1.558273e-07,6.743076e-01,5.460903e-01,9.846960e-01,9.470818e-01,1.026788e+00,9.044550e-01
1.558313e-07,6.749776e-01,5.457774e-01,9.847250e-01,9.470479e-01,1.026798e+00,9.044364e-01
1.558353e-07,6.756331e-01,5.454699e-01,9.847542e-01,9.470139e-01,1.026808e+00,9.044176e-01
1.558393e-07,6.762740e-01,5.451679e-01,9.847836e-01,9.469796e-01,1.026819e+00,9.043986e-01
1.558433e-07,6.769004e-01,5.448717e-01,9.848132e-01,9.469452e-01,1.026829e+00,9.043795e-01
1.558473e-07,6.775123e-01,5.445812e-01,9.848431e-01,9.469105e-01,1.026840e+00,9.043602e-01
1.558513e-07,6.781096e-01,5.442967e-01,9.848731e-01,9.468757e-01,1.026852e+00,9.043408e-01
1.558553e-07,6.786922e-01,5.440182e-01,9.849034e-01,9.468406e-01,1.026863e+00,9.043212e-01
1.558593e-07,6.792600e-01,5.437456e-01,9.849339e-01,9.468054e-01,1.026875e+00,9.043015e-01
1.558633e-07,6.798129e-01,5.434790e-01,9.849645e-01,9.467701e-01,1.026887e+00,9.042816e-01
1.558673e-07,6.803508e-01,5.432184e-01,9.849954e-01,9.467346e-01,1.026899e+00,9.042616e-01
1.558713e-07,6.808734e-01,5.429636e-01,9.850264e-01,9.466989e-01,1.026912e+00,9.042415e-01
1.558753e-07,6.813807e-01,5.427147e-01,9.850576e-01,9.466631e-01,1.026924e+00,9.042212e-01
1.558793e-07,6.818725e-01,5.424717e-01,9.850890e-01,9.466271e-01,1.026937e+00,9.042008e-01
1.558833e-07,6.823487e-01,5.422346e-01,9.851205e-01,9.465910e-01,1.026951e+00,9.041802e-01
1.558873e-07,6.828093e-01,5.420034e-01,9.851522e-01,9.465548e-01,1.026964e+00,9.041596e-01
1.558913e-07,6.832541e-01,5.417782e-01,9.851841e-01,9.465184e-01,1.026978e+00,9.041388e-01
1.558953e-07,6.836830e-01,5.415589e-01,9.852162e-01,9.464820e-01,1.026991e+00,9.041179e-01
1.558993e-07,6.840961e-01,5.413456e-01,9.852483e-01,9.464454e-01,1.027005e+00,9.040969e-01
1.559033e-07,6.844931e-01,5.411383e-01,9.852807e-01,9.464088e-01,1.027019e+00,9.040758e-01
1.559073e-07,6.848740e-01,5.409370e-01,9.853132e-01,9.463721e-01,1.027034e+00,9.040546e-01
1.559113e-07,6.852388e-01,5.407417e-01,9.853458e-01,9.463353e-01,1.027048e+00,9.040333e-01
1.559153e-07,6.855874e-01,5.405526e-01,9.853786e-01,9.462984e-01,1.027062e+00,9.040119e-01
1.559193e-07,6.859198e-01,5.403695e-01,9.854115e-01,9.462615e-01,1.027077e+00,9.039904e-01
1.559233e-07,6.862358e-01,5.401926e-01,9.854445e-01,9.462246e-01,1.027092e+00,9.039689e-01
1.559273e-07,6.865355e-01,5.400218e-01,9.854777e-01,9.461876e-01,1.027107e+00,9.039472e-01
1.559313e-07,6.868187e-01,5.398573e-01,9.855110e-01,9.461506e-01,1.027122e+00,9.039255e-01
1.559353e-07,6.870855e-01,5.396989e-01,9.855444e-01,9.461135e-01,1.027137e+00,9.039037e-01
1.559393e-07,6.873358e-01,5.395468e-01,9.855779e-01,9.460765e-01,1.027153e+00,9.038819e-01
1.559433e-07,6.875694e-01,5.394009e-01,9.856116e-01,9.460395e-01,1.027168e+00,9.038600e-01
1.559473e-07,6.877865e-01,5.392613e-01,9.856454e-01,9.460025e-01,1.027183e+00,9.038380e-01
1.559513e-07,6.879869e-01,5.391279e-01,9.856793e-01,9.459655e-01,1.027199e+00,9.038160e-01
1.559553e-07,6.881706e-01,5.390009e-01,9.857133e-01,9.459286e-01,1.027215e+00,9.037940e-01
1.559593e-07,6.883375e-01,5.388801e-01,9.857475e-01,9.458918e-01,1.027231e+00,9.037719e-01
1.559633e-07,6.884875e-01,5.387657e-01,9.857817e-01,9.458550e-01,1.027246e+00,9.037498e-01
1.559673e-07,6.886207e-01,5.386575e-01,9.858161e-01,9.458184e-01,1.027262e+00,9.037276e-01
1.559713e-07,6.887369e-01,5.385556e-01,9.858506e-01,9.457819e-01,1.027278e+00,9.037055e-01
1.559753e-07,6.888360e-01,5.384600e-01,9.858852e-01,9.457457e-01,1.027295e+00,9.036833e-01
1.559793e-07,6.889180e-01,5.383706e-01,9.859200e-01,9.457096e-01,1.027311e+00,9.036611e-01
1.559833e-07,6.889827e-01,5.382873e-01,9.859549e-01,9.456738e-01,1.027327e+00,9.036389e-01
1.559873e-07,6.890300e-01,5.382102e-01,9.859899e-01,9.456384e-01,1.027343e+00,9.036167e-01
1.559913e-07,6.890597e-01,5.381390e-01,9.860250e-01,9.456033e-01,1.027360e+00,9.035946e-01
1.559953e-07,6.890717e-01,5.380738e-01,9.860602e-01,9.455688e-01,1.027376e+00,9.035724e-01
1.559993e-07,6.890658e-01,5.380144e-01,9.860956e-01,9.455349e-01,1.027392e+00,9.035502e-01
1.560033e-07,6.890421e-01,5.379609e-01,9.861310e-01,9.455018e-01,1.027409e+00,9.035281e-01
1.560073e-07,6.890006e-01,5.379130e-01,9.861665e-01,9.454697e-01,1.027425e+00,9.035060e-01
1.560113e-07,6.889416e-01,5.378710e-01,9.862018e-01,9.454387e-01,1.027442e+00,9.034839e-01
1.560153e-07,6.888658e-01,5.378349e-01,9.862369e-01,9.454092e-01,1.027458e+00,9.034619e-01
1.560193e-07,6.887737e-01,5.378050e-01,9.862714e-01,9.453814e-01,1.027475e+00,9.034399e-01
1.560233e-07,6.886661e-01,5.377814e-01,9.863047e-01,9.453558e-01,1.027492e+00,9.034180e-01
1.560273e-07,6.885437e-01,5.377644e-01,9.863361e-01,9.453330e-01,1.027508e+00,9.033961e-01
1.560313e-07,6.884069e-01,5.377543e-01,9.863648e-01,9.453137e-01,1.027525e+00,9.033743e-01
1.560353e-07,6.882554e-01,5.377513e-01,9.863895e-01,9.452988e-01,1.027541e+00,9.033525e-01
1.560393e-07,6.880890e-01,5.377557e-01,9.864091e-01,9.452892e-01,1.027558e+00,9.033308e-01
1.560433e-07,6.879072e-01,5.377680e-01,9.864223e-01,9.452858e-01,1.027575e+00,9.033092e-01
1.560473e-07,6.877101e-01,5.377886e-01,9.864282e-01,9.452893e-01,1.027591e+00,9.032877e-01
1.560513e-07,6.874979e-01,5.378185e-01,9.864260e-01,9.453000e-01,1.027608e+00,9.032663e-01
1.560553e-07,6.872710e-01,5.378586e-01,9.864151e-01,9.453180e-01,1.027625e+00,9.032450e-01
1.560593e-07,6.870296e-01,5.379097e-01,9.863956e-01,9.453426e-01,1.027641e+00,9.032238e-01
1.560633e-07,6.867744e-01,5.379721e-01,9.863676e-01,9.453730e-01,1.027658e+00,9.032027e-01
1.560673e-07,6.865055e-01,5.380449e-01,9.863319e-01,9.454079e-01,1.027674e+00,9.031817e-01
1.560713e-07,6.862212e-01,5.381262e-01,9.862896e-01,9.454458e-01,1.027691e+00,9.031608e-01
1.560753e-07,6.859196e-01,5.382136e-01,9.862420e-01,9.454852e-01,1.027707e+00,9.031401e-01
1.560793e-07,6.855986e-01,5.383053e-01,9.861903e-01,9.455251e-01,1.027724e+00,9.031195e-01
1.560833e-07,6.852572e-01,5.384005e-01,9.861358e-01,9.455648e-01,1.027740e+00,9.030990e-01
1.560873e-07,6.848951e-01,5.384991e-01,9.860792e-01,9.456040e-01,1.027757e+00,9.030787e-01
1.560913e-07,6.845125e-01,5.386014e-01,9.860214e-01,9.456427e-01,1.027773e+00,9.030586e-01
1.560953e-07,6.841099e-01,5.387076e-01,9.859628e-01,9.456810e-01,1.027789e+00,9.030386e-01
1.560993e-07,6.836876e-01,5.388183e-01,9.859038e-01,9.457191e-01,1.027806e+00,9.030187e-01
1.561033e-07,6.832459e-01,5.389337e-01,9.858446e-01,9.457571e-01,1.027822e+00,9.029991e-01
1.561073e-07,6.827852e-01,5.390540e-01,9.857853e-01,9.457951e-01,1.027838e+00,9.029796e-01
1.561113e-07,6.823058e-01,5.391795e-01,9.857260e-01,9.458333e-01,1.027854e+00,9.029603e-01
1.561153e-07,6.818079e-01,5.393104e-01,9.856669e-01,9.458716e-01,1.027870e+00,9.029413e-01
1.561193e-07,6.812920e-01,5.394470e-01,9.856081e-01,9.459102e-01,1.027886e+00,9.029224e-01
1.561233e-07,6.807584e-01,5.395891e-01,9.855497e-01,9.459492e-01,1.027902e+00,9.029038e-01
1.561273e-07,6.802072e-01,5.397370e-01,9.854916e-01,9.459885e-01,1.027918e+00,9.028855e-01
1.561313e-07,6.796389e-01,5.398906e-01,9.854340e-01,9.460281e-01,1.027934e+00,9.028673e-01
1.561353e-07,6.790538e-01,5.400502e-01,9.853768e-01,9.460681e-01,1.027950e+00,9.028495e-01
1.561393e-07,6.784521e-01,5.402158e-01,9.853200e-01,9.461083e-01,1.027965e+00,9.028319e-01
1.561433e-07,6.778340e-01,5.403875e-01,9.852637e-01,9.461488e-01,1.027981e+00,9.028146e-01
1.561473e-07,6.771998e-01,5.405653e-01,9.852077e-01,9.461894e-01,1.027996e+00,9.027977e-01
1.561513e-07,6.765495e-01,5.407492e-01,9.851520e-01,9.462302e-01,1.028012e+00,9.027810e-01
1.561553e-07,6.758833e-01,5.409393e-01,9.850967e-01,9.462711e-01,1.028027e+00,9.027647e-01
1.561593e-07,6.752014e-01,5.411354e-01,9.850418e-01,9.463121e-01,1.028043e+00,9.027487e-01
1.561633e-07,6.745037e-01,5.413375e-01,9.849872e-01,9.463532e-01,1.028058e+00,9.027330e-01
1.561673e-07,6.737907e-01,5.415458e-01,9.849330e-01,9.463943e-01,1.028073e+00,9.027178e-01
1.561713e-07,6.730626e-01,5.417604e-01,9.848792e-01,9.464354e-01,1.028088e+00,9.027029e-01
1.561753e-07,6.723198e-01,5.419816e-01,9.848257e-01,9.464766e-01,1.028103e+00,9.026884e-01
1.561793e-07,6.715625e-01,5.422094e-01,9.847726e-01,9.465177e-01,1.028118e+00,9.026744e-01
1.561833e-07,6.707909e-01,5.424436e-01,9.847198e-01,9.465588e-01,1.028133e+00,9.026607e-01
1.561873e-07,6.700048e-01,5.426840e-01,9.846674e-01,9.465998e-01,1.028148e+00,9.026475e-01
1.561913e-07,6.692041e-01,5.429304e-01,9.846154e-01,9.466408e-01,1.028163e+00,9.026348e-01
1.561953e-07,6.683887e-01,5.431822e-01,9.845638e-01,9.466817e-01,1.028178e+00,9.026225e-01
1.561993e-07,6.675582e-01,5.434392e-01,9.845126e-01,9.467225e-01,1.028192e+00,9.026107e-01
1.562033e-07,6.667131e-01,5.437015e-01,9.844618e-01,9.467632e-01,1.028207e+00,9.025994e-01
1.562073e-07,6.658537e-01,5.439693e-01,9.844115e-01,9.468039e-01,1.028222e+00,9.025887e-01
1.562113e-07,6.649802e-01,5.442425e-01,9.843615e-01,9.468444e-01,1.028236e+00,9.025784e-01
1.562153e-07,6.640930e-01,5.445213e-01,9.843119e-01,9.468847e-01,1.028250e+00,9.025687e-01
1.562193e-07,6.631921e-01,5.448057e-01,9.842628e-01,9.469250e-01,1.028265e+00,9.025596e-01
1.562233e-07,6.622779e-01,5.450956e-01,9.842142e-01,9.469651e-01,1.028279e+00,9.025511e-01
1.562273e-07,6.613505e-01,5.453911e-01,9.841659e-01,9.470050e-01,1.028293e+00,9.025432e-01
1.562313e-07,6.604102e-01,5.456922e-01,9.841181e-01,9.470448e-01,1.028307e+00,9.025359e-01
1.562353e-07,6.594570e-01,5.459987e-01,9.840708e-01,9.470844e-01,1.028321e+00,9.025293e-01
1.562393e-07,6.584913e-01,5.463107e-01,9.840239e-01,9.471239e-01,1.028335e+00,9.025233e-01
1.562433e-07,6.575131e-01,5.466282e-01,9.839775e-01,9.471631e-01,1.028349e+00,9.025181e-01
1.562473e-07,6.565226e-01,5.469510e-01,9.839315e-01,9.472021e-01,1.028363e+00,9.025136e-01
1.562513e-07,6.555202e-01,5.472793e-01,9.838860e-01,9.472409e-01,1.028377e+00,9.025098e-01
1.562553e-07,6.545059e-01,5.476130e-01,9.838410e-01,9.472795e-01,1.028391e+00,9.025069e-01
1.562593e-07,6.534802e-01,5.479521e-01,9.837965e-01,9.473178e-01,1.028404e+00,9.025048e-01
1.562633e-07,6.524433e-01,5.482969e-01,9.837524e-01,9.473559e-01,1.028418e+00,9.025037e-01
1.562673e-07,6.513955e-01,5.486473e-01,9.837088e-01,9.473937e-01,1.028432e+00,9.025034e-01
1.562713e-07,6.503368e-01,5.490031e-01,9.836657e-01,9.474313e-01,1.028446e+00,9.025042e-01
1.562753e-07,6.492673e-01,5.493640e-01,9.836232e-01,9.474685e-01,1.028459e+00,9.025060e-01
1.562793e-07,6.481870e-01,5.497299e-01,9.835811e-01,9.475055e-01,1.028473e+00,9.025088e-01
1.562833e-07,6.470961e-01,5.501006e-01,9.835395e-01,9.475422e-01,1.028487e+00,9.025127e-01
1.562873e-07,6.459947e-01,5.504757e-01,9.834984e-01,9.475786e-01,1.028501e+00,9.025176e-01
1.562913e-07,6.448832e-01,5.508550e-01,9.834579e-01,9.476146e-01,1.028514e+00,9.025236e-01
1.562953e-07,6.437628e-01,5.512388e-01,9.834178e-01,9.476504e-01,1.028527e+00,9.025307e-01
1.562993e-07,6.426358e-01,5.516278e-01,9.833783e-01,9.476857e-01,1.028539e+00,9.025392e-01
1.563033e-07,6.415058e-01,5.520234e-01,9.833393e-01,9.477208e-01,1.028549e+00,9.025495e-01
1.563073e-07,6.403755e-01,5.524285e-01,9.833008e-01,9.477555e-01,1.028553e+00,9.025624e-01
1.563113e-07,6.392414e-01,5.528461e-01,9.832629e-01,9.477898e-01,1.028551e+00,9.025789e-01
1.563153e-07,6.380974e-01,5.532780e-01,9.832255e-01,9.478237e-01,1.028539e+00,9.025997e-01
1.563193e-07,6.369410e-01,5.537212e-01,9.831887e-01,9.478573e-01,1.028518e+00,9.026242e-01
1.563233e-07,6.357728e-01,5.541691e-01,9.831524e-01,9.478905e-01,1.028486e+00,9.026515e-01
1.563273e-07,6.345948e-01,5.546176e-01,9.831167e-01,9.479233e-01,1.028446e+00,9.026807e-01
1.563313e-07,6.334083e-01,5.550657e-01,9.830815e-01,9.479556e-01,1.028398e+00,9.027115e-01
