# end-to-end channel matrix H[k,j]=|z_k(stim j)|/|z_j(stim j)|, rows/cols=250,500,750,1000MHz
1.00000,0.03551,0.04053,0.05446
0.18679,1.00000,0.06349,0.11915
0.63848,0.03150,1.00000,0.07551
0.02787,0.04878,0.04423,1.00000
