stim,stim_freq_hz,channel,mean_v,ac_rms_v,half_pp_v,peak_freq_hz,peak_amp_v,amp_at_f0_v,norm_at_f0
1229,998718006.2398113,250,-0.0074125277920217515,0.0010837218303316144,0.0015882592179600197,250000000.0,0.0015215946562260622,8.187814872329211e-05,0.0012308283126082798
1229,998718006.2398113,500,-3.648818953929666e-06,0.00544486308024863,0.010373031850824,500000000.0,0.00594267776143799,0.004779255954683246,0.0718438757342404
1229,998718006.2398113,750,3.441397496829078e-05,0.012084137519662566,0.020987558825957486,1000000000.0,0.016272110307459033,0.016312395870526592,0.2452151031378527
1229,998718006.2398113,1g,0.00015813162532865718,0.0471363797430795,0.06885057358163604,1000000000.0,0.0663898465145896,0.06652280247744873,1.0
